title,time,price,company,trip1,total1,lzList1,trip2,total2,lzList2
长沙150路公交车路线,四方坪06:30-21:30 |南郊公园06:30-21:30,空调车2元,湖南龙骧巴士有限责任公司,四方坪—南郊公园,共35站,四方坪->开福区教师村->胜利村->双拥路东口->雅雀湖->雅雀湖地铁站->双拥路车站北路口->科大佳园东门->双拥街南口->国防科大->九尾冲->王家垅->下大垅->砚瓦池->省博物馆->烈士公园西门->省展览馆->松桂园->八一桥->芙蓉广场->浏城桥(省建行)->识字岭->小林子冲->侯家塘北->侯家塘南->黄土岭(长沙五洲医院)->黄土岭地铁站(长沙爱尔眼科医院)->涂家冲(省第二人民医院)->涂家冲南->长沙理工大学->金盆岭->公用客车厂->广厦新村(湖南尚美妇幼医院)->猴子石路口->南郊公园,南郊公园—四方坪,共28站,南郊公园->猴子石路口->广厦新村(湖南尚美妇幼医院)->公用客车厂->金盆岭->长沙理工大学->涂家冲南->涂家冲(省第二人民医院)->黄土岭地铁站(长沙爱尔眼科医院)->黄土岭(长沙五洲医院)->侯家塘南->侯家塘北->小林子冲->识字岭->浏城桥(省建行)->芙蓉广场->八一桥->长沙市一中->省博物馆->砚瓦池->下大垅->王家垅->九尾冲->国防科大->喻家冲->三一大道德汇路口->德雅路口->四方坪
长沙152路公交车路线,汽车南站06:00-20:30 |西湖公园东06:00-20:30,空调车2元,湖南龙骧巴士有限责任公司,汽车南站过渡站—西湖公园东,共33站,汽车南站->汽车南站综合交通枢纽->洞井铺->省植物园->高升村南->高升村北->红星村南->中建五局(舒适口腔)->井湾子南(长沙九龙医院)->井湾子北->木莲路韶山路口->木莲路林大路口->林大路陶铸路口->林大路青园路口->林大路芙蓉路口->莲花山->竹塘路口->浦沅南->丁家垅->新开铺路口->广厦新村(湖南尚美妇幼医院)->公用客车厂->赤岭路街道->殷家冲北->玉泉寺(三真康复书院路院区)->天心一中->天马山东(肖劲光故居)->湖南大学->桃子湖路口->潇湘大道新民路口->橘子洲大桥西(副站)->高叶塘->西湖公园东,西湖公园东—汽车南站过渡站,共33站,西湖公园东->望月公园->望月湖小区->潇湘大道溁湾路口->橘子洲大桥西->潇湘大道新民路口->桃子湖路口->湖南大学->天马山东(肖劲光故居)->省教育考试院->玉泉寺(三真康复书院路院区)->殷家冲北->赤岭路街道->公用客车厂->广厦新村(湖南尚美妇幼医院)->新开铺路口->丁家垅->浦沅南->竹塘路口->莲花山->林大路芙蓉路口->林大路青园路口->林大路陶铸路口->木莲路林大路口->木莲路韶山路口->井湾子北->井湾子南(长沙九龙医院)->中建五局(舒适口腔)->红星村南->高升村南->省植物园->洞井铺->汽车南站
长沙156路公交车路线,火炬路湘湖路口06:30-19:00 |体育新城06:30-19:00 ,空调车2元,湖南巴士公共交通有限公司四公司,烈士公园东门—体育新城,共18站,火炬路湘湖路口->同心巷->南湖大市场北->长沙晚报->省教育厅->三湘大市场东->凌霄路->凌霄路嘉雨路口->古曲路纬二路口->古曲路长嘉路口->古曲路法院路口->古曲路人民路口->古曲路朝晖路口->大桥西->大桥东->沙湾路长沙大道口->长沙交通集团->体育新城,体育新城—烈士公园东门,共18站,体育新城->长沙交通集团->沙湾路长沙大道口->大桥东->古曲路朝晖路口->古曲路人民路口->古曲路法院路口->古曲路长嘉路口->古曲路纬二路口->凌霄路嘉雨路口->凌霄路->三湘大市场东->省教育厅->长沙晚报->南湖大市场北->烈士公园东地铁站->王府花园(新华联)->火炬路湘湖路口
长沙158路公交车路线,长沙火车站06:30-19:00 |星沙东一路公交首末站06:30-19:00,空调车2元,湖南巴士公共交通有限公司一公司,长沙火车站(北坪)—东一路公交首末站,共26站,长沙火车站(北坪)->五里牌->三湘大市场->三湘大市场东->省教育厅->芙蓉苑->芙蓉区卫计局->省血液中心->朝阳村->广电中心(会展中心)->世界之窗->省高管局->紫晶城->星沙汽配城->中南汽贸城->中南二手车市场->中南物流园->筑梦园->湘绣城->东升路开元路口->天骄幼儿园->大众传媒南->特立公园->长沙师范->茶叶市场->东一路公交首末站,东一路公交首末站—长沙火车站(北坪),共30站,东一路公交首末站->茶叶市场->特立公园->大众传媒南->天骄幼儿园->东升路开元路口->湘绣城->筑梦园->国际景园->中南物流园->中南二手车市场->中南汽贸城->星沙汽配城->紫晶城->世界之窗->广电中心(会展中心)->月湖公园->马栏山->朝阳村->省血液中心->芙蓉区卫计局->芙蓉苑->省教育厅->三湘大市场东->锦泰广场->锦泰广场地铁站->杨家山北->杨家山西(高建市场)->朝阳村地铁站->长沙火车站(北坪)
长沙159路公交车路线,三汊矶大桥东公交首末站06:30-22:30 |长沙火车南站06:30-22:30,空调车2元,湖南巴士公共交通有限公司二公司,三汊矶大桥东公交首末站—长沙火车南站,共50站,三汊矶大桥东公交首末站->龙福小区->开福区工商局->车辆检测站->芙蓉路捞刀河大桥南(开福花卉宠物市场)->金霞苑->汽车北站->开福区政府->马厂(长沙银行开福支行)->新码头->陈家湖->伍家岭北->伍家岭南(华创国际广场)->潘家坪->唐家巷(富兴时代)->湘雅路口(盛大金禧金融中心)->经武门(湖南日报)->松桂园->八一桥->芙蓉广场->浏城桥(省建行)->识字岭->小林子冲->侯家塘北->雅礼中学(副站)->东塘西->东塘南(省中医附一院)->砂子塘->雨花亭北(百杏堂名医馆)->桔园立交桥北->铁道学院->长沙市中心医院->香樟路->樟树屋->油子塘->洞井路口->北冲水库->一字墙->雨花区交警队->新星小区(豪装天下家装)->雨花公安分局->木桥->曲塘路古曲路口->曲塘路沙湾路口->黎托安置小区->黎托村->曲塘路花侯路口->曲塘路雨花大道口->东山街道->长沙火车南站,长沙火车南站(三)—三汊矶大桥东公交首末站,共53站,长沙火车南站(三)->火车南站东广场->东山街道->曲塘路雨花大道口->曲塘路花侯路口->黎托村->黎托安置小区->曲塘路沙湾路口->曲塘路古曲路口->木桥->雨花公安分局->新星小区(豪装天下家装)->雨花区交警队->藕塘坡->一字墙->北冲水库->洞井路口->油子塘->樟树屋->香樟路->潇湘晨报->长沙市中心医院->铁道学院->桔园立交桥北->雨花亭北(百杏堂名医馆)->砂子塘->东塘南(省中医附一院)->东塘西->雅礼中学->侯家塘北->小林子冲->识字岭->浏城桥(省建行)->芙蓉广场->八一桥->松桂园->经武门(湖南日报)->湘雅路口(盛大金禧金融中心)->唐家巷(富兴时代)->潘家坪->伍家岭南(华创国际广场)->伍家岭北->陈家湖->新码头->马厂(长沙银行开福支行)->开福区政府->汽车北站->金霞苑->芙蓉路捞刀河大桥南(开福花卉宠物市场)->车辆检测站->开福区工商局->龙福小区->三汊矶大桥东公交首末站
长沙160路公交车路线,南湖公交首末站06:10-21:00 |长沙火车南站06:10-21:00,空调车2元,湖南巴士公共交通有限公司四公司,桃子湖路—长沙火车南站,共38站,南湖公交首末站->殷家冲北->玉泉寺(三真康复书院路院区)->天心一中->碧沙湖->杏花园->大椿桥->第一师范->书院路口->劳动路白沙路口->仰天湖(长沙市三医院)->侯家塘地铁站->侯家塘(劳动路)->雅礼中学(副站)->东塘西->东塘东->野坡(中诺口腔医院)->赤岗冲(宏朗眼科医院)->公交新村->桂花公园地铁站->桂花公园->高桥大市场南->友谊村(居然之家高桥店)->长沙大道口->石坝路口->圭塘地铁站->美林景园->广益中学->石坝路->长沙交通集团->体育新城->下白沙湾->黎托安置小区->黎托村->曲塘路花侯路口->曲塘路雨花大道口->东山街道->长沙火车南站,长沙火车南站(二)—桃子湖路,共38站,长沙火车南站(二)->火车南站东广场->东山街道->曲塘路雨花大道口->曲塘路花侯路口->黎托村->黎托安置小区->下白沙湾->体育新城->长沙交通集团->石坝路->广益中学->美林景园->圭塘地铁站->石坝路口->友谊村(居然之家高桥店)->高桥大市场南->桂花公园->桂花公园地铁站->公交新村->赤岗冲->野坡(中诺口腔医院)->东塘东->东塘西->雅礼中学->侯家塘(劳动路)->侯家塘地铁站->仰天湖(长沙市三医院)->劳动路白沙路口->劳动广场->第一师范->大椿桥->杏花园->碧沙湖->天心一中->玉泉寺(三真康复书院路院区)->殷家冲北->南湖公交首末站
长沙167路公交车路线,黎郡社区06:00-21:00 |华夏06:00-21:00,空调车2元,湖南龙骧巴士有限责任公司,黎郡社区—华夏,共45站,黎郡社区->长托->圭塘->龙骧巴士公司->雨花区政府北->窑坡->师家老屋->藕塘坡->一字墙->北冲水库->洞井路口->油子塘->樟树屋->香樟路->潇湘晨报->长沙市中心医院->铁道学院->桔园立交桥北->雨花亭北(百杏堂名医馆)->砂子塘->东塘南(省中医附一院)->东塘西->雅礼中学->侯家塘(劳动路)->侯家塘地铁站->仰天湖(长沙市三医院)->劳动路白沙路口->沙河街->南门口->长沙简牍博物馆->天心阁->凤凰台->定王台(长沙银行华龙支行)->柑子园(省人民医院天心阁院区)->八角亭(温斯顿英语)->五一广场北(会计学堂)->中山亭->巡道街->营盘街(省中医院)->北正街->彭家井->文昌阁地铁站(长沙仁爱医院)->幸福桥->开福寺地铁站->华夏,华夏—黎郡社区,共42站,华夏->开福寺东->开福寺地铁站->幸福桥->文昌阁地铁站(长沙仁爱医院)->北正街->兴汉门->巡道街->培元桥->五一广场北(会计学堂)->柑子园(省人民医院天心阁院区)->定王台(长沙银行华龙支行)->天心阁->长沙简牍博物馆->南门口->沙河街->劳动路白沙路口->仰天湖(长沙市三医院)->侯家塘地铁站->侯家塘(劳动路)->雅礼中学->东塘西->东塘南(省中医附一院)->砂子塘->雨花亭北(百杏堂名医馆)->桔园立交桥北->铁道学院->长沙市中心医院->香樟路->樟树屋->油子塘->洞井路口->北冲水库->一字墙->藕塘坡->师家老屋->窑坡->雨花区政府北->龙骧巴士公司->圭塘->长托->黎郡社区
长沙168路公交车路线,汽车东站06:00-21:00 |汽车西站06:00-21:00,空调车2元,湖南龙骧巴士有限责任公司,汽车东站(前坪)—汽车西站,共36站,汽车东站(前坪)->东岸乡政府->双杨路人民东路口->人民路古曲路口->芙蓉区政府->德政园东(华领体检)->杨家山西(高建市场)->朝阳村地铁站->长沙火车站->蓉园路口->省公安厅->袁家岭(长沙银行湘银支行)->省军区->烈士公园南门->省人民体育场->省妇幼->北正街->彭家井->文昌阁地铁站(长沙仁爱医院)->幸福桥->开福寺->开福寺西->银盆岭大桥西->安居乐家居广场->观沙岭城铁站->八方小区->市委->市政府->卫技新村->市妇联->白鸽咀->咸嘉新村->咸嘉花园->咸嘉湖西路口(郁金香精品建材城)->西二环枫林路口->汽车西站,汽车西站—汽车东站(前坪),共36站,汽车西站->玉兰路重阳路口->玉兰路桐梓坡路口->桐梓坡路玉兰路口东->湖南工商大学->咸嘉花园->咸嘉新村->白鸽咀->市妇联->卫技新村->市政府->市委->八方小区->观沙岭城铁站->安居乐家居广场->银盆岭大桥西->新河->新河北->江天路紫凤路口->长雅中学->开福寺地铁站->幸福桥->文昌阁地铁站(长沙仁爱医院)->北正街->省妇幼->省人民体育场->烈士公园西门->长沙火车站->朝阳村地铁站->杨家山西(高建市场)->德政园东(华领体检)->芙蓉区政府->人民路古曲路口->双杨路人民东路口->东岸乡政府->汽车东站(前坪)
长沙169路公交车路线,长沙火车站--韶光社区夏06:20-21:00 冬06:30-20:30,空调车2元,湖南龙骧巴士有限责任公司,长沙火车站(南坪)—韶光社区,共14站,长沙火车站(南坪)->五一东村->杨家山西(高建市场)->德政园东(华领体检)->芙蓉区政府->人民路古曲路口->亚大南路口->望龙村->人民路雨花大道口->科教路口->合平村->合平路口->东湖->韶光社区,韶光社区—长沙火车站(南坪),共16站,韶光社区->长榔路口->东湖->合平路口->合平村->科教路口->人民路雨花大道口->望龙村->亚大南路口->隆平水稻博物馆->人民路古曲路口->芙蓉区政府->德政园东(华领体检)->杨家山西(高建市场)->朝阳村地铁站->长沙火车站(南坪)
长沙170路公交车路线,汽车西站--汽车西站06:10-20:00,空调车2元,湖南龙骧巴士有限责任公司,汽车西站—汽车西站,共35站,汽车西站->玉兰路枫林路口->湘仪路口->三里垅->珂信肿瘤医院(湖南航天医院)->燕联村->麓谷大道枫林路口->麓谷大道咸嘉湖路口->麓谷大道谷苑路口->麓谷大道麓天路口->麓谷大道岳麓大道口->望青路岳麓大道口->永安村委会->青山路尖山路口->青山路望安路口->青山路旺龙路口->信息产业园->旺龙路岳麓大道口->麓松路林语路口->林语路麓松路口->林语路东方红路口->东方红路曲苑路口->东方红路公交首末站->湘电水泵->谷苑路麓松路口->梦洁麓谷工业园->兴工科技园->锦和园小区->咸嘉湖西路麓云路口->咸嘉湖西路平川路口->燕联村->珂信肿瘤医院(湖南航天医院)->三里垅->湘仪路口->汽车西站,null,null,null
长沙171路公交车路线,长沙火车站-长沙火车站 07:00-18:00,空调车2元,湖南龙骧巴士有限责任公司,长沙火车站(南坪)—长沙火车站(南坪),共26站,长沙火车站(南坪)->五一东村->合峰电脑城->文艺路口东->文艺路口西->浏城桥->定王台(长沙银行华龙支行)->凤凰台->天心阁->长沙简牍博物馆->长郡中学->西湖桥->坡子街(北京银行)->长沙轮渡->先锋厅(中山亭)->中山亭->巡道街->三公里(市一医院)->长沙市一中->烈士公园南门->省军区->袁家岭(长沙银行湘银支行)->省公安厅->晓园路->解放东路朝阳路口->长沙火车站(南坪),长沙火车站(南坪)—长沙火车站(南坪),共24站,长沙火车站(南坪)->蓉园路口->省公安厅->袁家岭(长沙银行湘银支行)->省军区->烈士公园南门->长沙市一中->三公里(市一医院)->巡道街->先锋厅->长沙轮渡->橘子洲大桥东->坡子街(北京银行)->西湖桥->长郡中学->长沙简牍博物馆->天心阁->凤凰台->定王台(长沙银行华龙支行)->浏城桥->文艺路口东->合峰电脑城->解放东路朝阳路口->长沙火车站(南坪)
长沙139区间线公交车路线,猴子石桥头06:30 08:20 10:10 11:30 13:30 15:30 17:30 |新港村07:00 09:00 11:00 12:00 14:00 16:00 18:00,空调车2元,湖南巴士公共交通有限公司四公司,猴子石桥头—新港村,共15站,猴子石桥头->南郊公园->猴子石大桥东->柏家河->湘府路大桥东->鸭笼子->大胜庙->黑石铺大桥东->上中棚->大托铺街道办事处->大托兴隆村->苏家套->汇馨花园->大托村->新港村,新港村—猴子石桥头,共16站,新港村->大托村->汇馨花园->苏家套->大托兴隆村->大托铺街道办事处->上中棚->黑石铺大桥东->大胜庙->鸭笼子->湘府路大桥东->柏家河->猴子石大桥东->八水厂->南郊公园->猴子石桥头
长沙148区间线公交车路线,长沙火车南站06:20-18:30 |明阳山06:40-18:50,空调车2元,湖南巴士公共交通有限公司四公司,长沙火车南站(一)—明阳山,共7站,长沙火车南站(一)->东山村->花侯路香樟东路口->雅礼雨花中学->三叉口->侯照路东山路口->明阳山,明阳山—长沙火车南站,共6站,明阳山->三叉口->雅礼雨花中学->花侯路香樟东路口->东山村->长沙火车南站
长沙149区间线公交车路线,楚家湖公园07:40 10:40 14:10 17:10 |铁炉寺08:00 11:00 14:30 17:30,空调车2元,湖南巴士公共交通有限公司二公司,楚家湖公园—铁炉寺,共6站,楚家湖公园->中岭小学(中康医院)->北二环东路口->白霞村->银宏水库->铁炉寺,铁炉寺—楚家湖公园,共6站,铁炉寺->银宏水库->白霞村->北二环东路口->中岭小学(中康医院)->楚家湖公园
长沙149沅丰坝线公交车路线,楚家湖公园06:30-19:00 |沅丰坝中学06:45-19:15,空调车2元,湖南巴士公共交通有限公司二公司,楚家湖公园—沅丰坝中学,共5站,楚家湖公园->向家湾->高源村->卫星桥->沅丰坝中学,沅丰坝中学—楚家湖公园,共5站,沅丰坝中学->卫星桥->高源村->向家湾->楚家湖公园
长沙149生态园线公交车路线,楚家湖公园--长沙园林生态园06:30--20:00,空调车2元,湖南巴士公共交通有限公司二公司,楚家湖公园—生态园水世界,共3站,楚家湖公园->中岭小学(中康医院)->生态园水世界,生态园水世界—楚家湖公园,共3站,生态园水世界->中岭小学(中康医院)->楚家湖公园
长沙2路公交车路线,市九医院(第三社会福利院)05:30-24:00 |北辰三角洲05:30-24:00,空调车2元,湖南龙骧巴士有限责任公司,市九医院(第三社会福利院)—栖凤路紫凤路口,共34站,市九医院(第三社会福利院)->曙光路香樟路口->市九医院(第三社会福利院)->华侨村->桔园立交桥东(桔园路)->桔园立交桥北->雨花亭北(百杏堂名医馆)->砂子塘->东塘南(省中医附一院)->东塘西->雅礼中学->侯家塘(劳动路)->侯家塘地铁站->仰天湖(长沙市三医院)->劳动路白沙路口->南门口->天心阁西门->柑子园西(省人民医院天心阁院区)->八角亭(温斯顿英语)->五一广场北(会计学堂)->中山亭->巡道街->营盘街(省中医院)->省妇幼->经武门(湖南日报)->湘雅路口(盛大金禧金融中心)->唐家巷(富兴时代)->芙蓉路口->华夏->华夏路口->长雅中学->黄兴北路秋月路口->紫凤路->栖凤路紫凤路口,栖凤路紫凤路口—市九医院(第三社会福利院),共33站,栖凤路紫凤路口->黄兴北路晴岚路口->黄兴北路平沙路口->黄兴北路秋月路口->长雅中学->华夏路口->华夏->芙蓉路口->潘家坪->唐家巷(富兴时代)->湘雅路口(盛大金禧金融中心)->省妇幼->兴汉门->营盘街(省中医院)->水风井->中山路->五一广场北(会计学堂)->柑子园西(省人民医院天心阁院区)->天心阁西门->南门口->沙河街->劳动路白沙路口->仰天湖(长沙市三医院)->侯家塘地铁站->侯家塘(劳动路)->雅礼中学->东塘西->东塘南(省中医附一院)->砂子塘->雨花亭北(百杏堂名医馆)->桔园立交桥北->桔园立交桥东(桔园路)->市九医院(第三社会福利院)
长沙20路公交车路线,湘府路大桥东公交首末站06:25-20:00 |同升村06:30-20:00,空调车2元,湖南龙骧巴士有限责任公司,湘府路大桥东公交首末站—同升村,共31站,湘府路大桥东公交首末站->黑石铺火车站->黑石铺->黑石铺中南大市场->黑石村->黑石铺路新开铺路口->黑石铺路书香路口->九峰公园->九峰小区北门->桂花坪->时代阳光大道芙蓉路口->时代阳光大道刘家冲路口->时代阳光大道石碑路口->时代阳光大道万芙路口->时代阳光大道高升路口->时代阳光大道韶山路口->时代阳光大道中意路口->龙骧技校->全洲药业->省质监局->坪坝塘->时代阳光大道万家丽路口->庙下屋->宏聚·地中海->枫树山中航城小学->高速出口->京港澳跨线桥->杨罗公路口->同升路绕城高速口->同升湖->同升村,同升村—湘府路大桥东公交首末站,共32站,同升村->同升湖->同升路绕城高速口->杨罗公路口->京港澳跨线桥->高速出口->枫树山中航城小学->宏聚·地中海->庙下屋->时代阳光大道万家丽路口->坪坝塘->省质监局->全洲药业->龙骧技校->时代阳光大道中意路口->时代阳光大道韶山路口->时代阳光大道高升路口->时代阳光大道万芙路口->时代阳光大道石碑路口->时代阳光大道刘家冲路口->时代阳光大道芙蓉路口->桂花坪->九峰小区北门->九峰公园->黑石铺路书香路口->黑石铺路新开铺路口->黑石村->黑石铺中南大市场->黑石铺->新开铺路志清路口->黑石铺火车站->湘府路大桥东公交首末站
长沙21路公交车路线,槐树塘社区06:20-19:45 |红星全球农批中心06:20-19:45,空调车2元,湖南龙骧巴士有限责任公司,槐树塘社区—红星全球农批中心,共28站,槐树塘社区->新姚路乌塘路口->九峰小区北门->桂花坪->时代阳光大道芙蓉路口->金桂社区公园->豹塘路万芙路口->豹塘路高升路口->省住建厅->高升路中意路口->汇金路万芙路口->汇金路黑梨路口->黄谷路汇金路口->黄谷路花仙路口->金海路万芙路口->金海路桃花塅路口->长化院->桃花塅路东口->桃阳村->黄谷路金园路口->联盟佳苑->花卉路时代阳光大道口->枫树山中航城小学->高速出口->京港澳跨线桥->杨罗公路口->粟塘小区首末站->红星全球农批中心,红星全球农批中心—槐树塘社区,共30站,红星全球农批中心->粟塘小区首末站->粟塘小区->杨罗公路口->京港澳跨线桥->高速出口->花卉路时代阳光大道口->联盟佳苑->黄谷路金园路口->万家丽路黄谷路口->万芙路万家丽路口->桃花塅路东口->长化院->金海路桃花塅路口->金海路万芙路口->黄谷路花仙路口->汇金路黄谷路口->汇金路黑梨路口->汇金路万芙路口->高升路中意路口->省住建厅->豹塘路高升路口->豹塘路万芙路口->金桂社区公园->时代阳光大道刘家冲路口->时代阳光大道芙蓉路口->桂花坪->九峰小区北门->新姚路乌塘路口->槐树塘社区
长沙22路公交车路线,杨林沙仙村07:20 10:00 12:20 16:20 |跳马镇(佳兆业)08:45 11:00 15:00 17:40,空调车2元,湖南龙骧巴士有限责任公司,跳马镇(佳兆业)—沙仙村,共16站,跳马镇(佳兆业)->石燕湖村->楠木坡->跳马涧->王家冲组->跳马村安太组->跳马村部->五七卫生院->复兴村马兰冲组->万春山->丰田古寺->岭上屋->杨林村->杨林村这古冲组->胡家塘->沙仙村,沙仙村—跳马镇(佳兆业),共16站,沙仙村->胡家塘->杨林村这古冲组->杨林村->岭上屋->丰田古寺->万春山->复兴村马兰冲组->五七卫生院->跳马村部->跳马村安太组->王家冲组->跳马涧->楠木坡->石燕湖村->跳马镇(佳兆业)
长沙23路公交车路线,莲坪路高架桥--友阿奥特莱斯夏06:00-20:30 冬06:30-20:00,空调车2元,湖南龙骧巴士有限责任公司,莲坪路高架桥—友阿奥特莱斯,共40站,莲坪路高架桥->省食品药品职院->湖南中医药大学南门->象嘴路学士路口->联丰村->联丰路车塘河路口->湖南工业职院南->联丰路含浦大道口->博才中海小学->龙迴塘路->中海国际南门->湖南医药职专->许家洲->许家洲路口->潇湘大道联丰路口->南郊公园->百姓市场->新开铺街道办事处->木莲西路云峰路口->明德天心中学->省政务中心->友谊路银杏路口->芙蓉路友谊路口->省政府->省政府清风地铁站->杉木冲路芙蓉路口->杉木冲路刘家冲路口->砂子塘湘天小学->洞井小区->杉木冲路韶山路口->省植物园->洞井铺->汽车南站综合交通枢纽->和平村->设备交易中心->保险职业学院->仰天湖中建小学->大托镇->湘府中学西门->友阿奥特莱斯,友阿奥特莱斯—莲坪路高架桥,共41站,友阿奥特莱斯->湘府中学西门->仰天湖中建小学->保险职业学院->设备交易中心->和平村->汽车南站综合交通枢纽->洞井铺->省植物园->杉木冲路韶山路口->洞井小区->砂子塘湘天小学->杉木冲路刘家冲路口->杉木冲路芙蓉路口->省政府清风地铁站->省政府->芙蓉路新韶路口->友谊路银杏路口->省政务中心->明德天心中学->木莲西路云峰路口->新开铺街道办事处->百姓市场->南郊公园->猴子石大桥->潇湘大道联丰路口->许家洲路口->许家洲->湖南医药职专->中海国际南门->龙迴塘路->博才中海小学->联丰路含浦大道口->湖南工业职院南->联丰路车塘河路口->联丰村->湖南中医药大学->学士路象嘴路口->湖南中医药大学南门->省食品药品职院->莲坪路高架桥
长沙27路公交车路线,汽车南站06:30-20:00 |长沙航空职业学院06:30-20:00,空调车2元,湖南龙骧巴士有限责任公司第一分公司,汽车南站过渡站—长沙航空职业学院,共36站,汽车南站->洞和路高升路口->汇金路万芙路口->汇金路黑梨路口->汇金路黄谷路口->省税务局东门->省税务局->长沙理工大医院->友阿奥特莱斯->芙蓉南路环保大道口->新路村->新岭路口->芙蓉南路万家丽路口->芙蓉南路高云路口->西湖村->西湖路口->长沙生态动物园->弘高车世界->芙蓉南路暮南路口->铜锣嘴->芙蓉南路融城路口->暮云街道办事处->莲华村->暮马路芙蓉南路口->许兴村委会->中下湾->十九厂->百米高楼->盘古坝->干冲子->田心桥村->粽包塘路口->田心村集镇->新田村->长沙航空职院南门->长沙航空职业学院,长沙航空职业学院—汽车南站过渡站,共38站,长沙航空职业学院->长沙航空职院南门->新田村->田心村集镇->粽包塘路口->田心桥村->干冲子->盘古坝->百米高楼->十九厂->中下湾->许兴村委会->暮马路芙蓉南路口->莲华村->暮云街道办事处->芙蓉南路融城路口->铜锣嘴->芙蓉南路暮南路口->弘高车世界->长沙生态动物园->西湖路口->西湖村->芙蓉南路高云路口->芙蓉南路万家丽路口->新岭路口->新路村->芙蓉南路环保大道口->友阿奥特莱斯->环保大道果子园路口->长沙理工大医院->省税务局->省税务局东门->汇金路黄谷路口->汇金路黑梨路口->汇金路万芙路口->汇金路高升路口->汽车南站综合交通枢纽->汽车南站
长沙29路公交车路线,汽车东站06:20-19:00 |高岭国际商贸城07:05-20:00,空调车2元,湖南龙骧巴士有限责任公司,高岭国际商贸城—汽车东站(公交坪),共28站,高岭国际商贸城->竹隐村->兴联路彭家巷路口->长沙市第一医院北院->向家湾->彭家巷北->彭家巷口->黄峰咀->星管子->省水产所->新华村->凤羽村->开福大道福元路口->学堂园路口->四方坪地铁站->三一大道口->丝茅冲地铁站->跃进湖->九道湾社区公园->王家湖路滩头坪路口->芙蓉区卫计局->火炬村->省审计厅->营盘路浏阳河大桥东->高家坡路安油路口->双杨路桐西路口->双杨路远大路口->汽车东站(公交坪),汽车东站(公交坪)—高岭国际商贸城,共29站,汽车东站(公交坪)->双杨路远大路口->双杨路桐西路口->高家坡路安油路口->营盘路浏阳河大桥东->省审计厅->火炬村->芙蓉区卫计局->王家湖路滩头坪路口->浏阳河路王家湖路口->九道湾社区公园->跃进湖->丝茅冲地铁站->三一大道口->四方坪地铁站->学堂园路口->开福大道福元路口->凤羽村->新华村->省水产所->星管子->黄峰咀->彭家巷口->彭家巷北->向家湾->长沙市第一医院北院->兴联路彭家巷路口->竹隐村->高岭国际商贸城
长沙201路公交车路线,麓才医药学校 夏06:00-20:30 冬06:30-20:00 |清水路公交首末站 夏06:00-20:30 冬06:30-20:00,空调车2元,长沙宝骏巴士有限公司三分公司,真人桥家园—香桥社区,共44站,真人桥家园->师大思沁中学->电子科技职院->汇智路枫林路口->同心国际工业园->谷苑路汇智路口->长沙职院南门->谷苑路雷高路口(阳光城·溪山悦)->谷苑路麓开路口->谷苑路嘉运路口->谷苑路东方红路口->湘电水泵->谷苑路麓松路口->梦洁麓谷工业园->兴工科技园->文轩路麓云路口->文轩路平川路口(长沙银行科技支行)->文轩路麓谷大道口->麓谷小学->瑞龙路咸嘉湖路口->珂信肿瘤医院(湖南航天医院)->三里垅->湘仪路口->湘江新区综合交通枢纽->望城坡->湖湘中医肿瘤医院->湖南财政经济学院->望麓桥->省人防办->省人防办东->高叶塘->溁湾镇地铁站->新民学会旧址->潇湘大道新民路口->学堂坡->桃子湖路口->湖南大学->天马山东->科教新村->阜埠河地铁站->天马村->唐家洲->实竹塘->清水路公交首末站,香桥社区—真人桥家园,共40站,清水路公交首末站->实竹塘->唐家洲->天马村->阜埠河地铁站->科教新村->天马山东(肖劲光故居)->湖南大学->桃子湖路口->新民学会旧址->高叶塘->省人防办东->省人防办->望麓桥->湖南财政经济学院->湖湘中医肿瘤医院->望城坡->湘江新区综合交通枢纽->湘仪路口->三里垅->珂信肿瘤医院(湖南航天医院)->瑞龙路咸嘉湖路口->麓谷小学->文轩路麓谷大道口->文轩路平川路口(长沙银行科技支行)->文轩路麓云路口->兴工科技园->梦洁麓谷工业园->谷苑路麓松路口->湘电水泵->谷苑路东方红路口->谷苑路嘉运路口->谷苑路麓开路口->谷苑路雷高路口(阳光城·溪山悦)->长沙职院南门->同心国际工业园->枫林路汇智路口->电子科技职院->师大思沁中学->真人桥家园
