title,time,price,company,trip1,total1,lzList1,trip2,total2,lzList2
长沙297路公交车路线,莲花公交首末站 夏06:00-20:00 冬06:30-19:30 |金凤村 夏06:00-20:00 冬06:30-19:30,空调车2元,长沙宝骏巴士有限公司三分公司,莲花公交首末站—金凤村,共8站,莲花公交首末站->杨四塘(三和村委会)->军营大屋->和平组->硖一组->七星塘->陈家巷->金凤村,金凤村—莲花公交首末站,共8站,金凤村->陈家巷->七星塘->硖一组->和平组->军营大屋->杨四塘(三和村委会)->莲花公交首末站
长沙26快线公交车路线,金环立交桥--黎郡社区夏06:00-20:30 冬06:30-20:00 ,空调车2元,湖南龙骧巴士有限责任公司,金环立交桥—黎郡社区,共43站,金环立交桥->佑母塘路口->岳麓区政府东->市委->八方小区->桔洲移民小区->石岭塘社区->安居乐家居广场->银盆岭->六沟垅地铁站->四水厂->望月湖小区->橘子洲大桥西->潇湘大道新民路口->桃子湖路口->湖南大学->省教育考试院->阜埠河路口->后湖->靳江路口->猴子石大桥北->潇湘大道联丰路口->潇湘大道滨河路口->洋湖湿地公园->省交通运输厅->省青少年活动中心北(长沙银行南城支行)->省政府南->天心区政府->湘府路刘家冲路口->万芙路口->高升村->洞井路湘府路口->洞井路井湾路口->景湾小区->环保西门->洞井路香樟路口->一字墙->师家老屋->窑坡->雨花区政府北->龙骧巴士公司->圭塘->黎郡社区,黎郡社区—金环立交桥,共40站,黎郡社区->圭塘->龙骧巴士公司->雨花区政府北->窑坡->师家老屋->一字墙->洞井路香樟路口->环保西门->景湾小区->洞井路井湾路口->洞井路湘府路口->高升村->万芙路口->湘府路刘家冲路口->天心区政府->省青少年活动中心北(长沙银行南城支行)->省交通运输厅->洋湖湿地公园->潇湘大道滨河路口->潇湘大道联丰路口->猴子石大桥北->靳江路口->后湖->阜埠河路口->湖南大学->桃子湖路口->橘子洲大桥西->望月湖小区->四水厂->六沟垅地铁站->银盆岭->安居乐家居广场->石岭塘社区->桔洲移民小区->八方小区->市委->岳麓区政府东->佑母塘路口->金环立交桥
长沙3路公交车路线,恒大华府06:30-23:30 |海洋半岛首末站06:30-23:30,空调车2元,湖南巴士公共交通有限公司三公司,恒大华府—海洋半岛首末站,共34站,恒大华府->佑母塘路金星路口->佑母塘路口->茶子山路口->岳麓区政府东->市政府->卫技新村->市妇联->教师村->金星路咸嘉湖路口(美奥口腔)->麓山名园->望麓桥->省人防办->省人防办东->高叶塘->溁湾镇地铁站->太平街口->南阳街口(牛耳教育)->芙蓉广场地铁站(中公教育)->八一桥->长沙市一中->省博物馆->烈士公园北门->长沙市一中开福中学->德雅村->丝茅冲西->丝茅冲->浏阳河路口->黑石渡->四方坪->开福区教师村->胜利村->东二环双拥路口->海洋半岛首末站,海洋半岛首末站—恒大华府,共32站,海洋半岛首末站->喻家巷->黑石渡->浏阳河路口->丝茅冲->丝茅冲西->德雅村->长沙市一中开福中学->烈士公园北门->省博物馆->烈士公园西门->省展览馆->松桂园->八一桥->芙蓉广场地铁站(中公教育)->南阳街口(牛耳教育)->太平街口->高叶塘->省人防办东->省人防办->望麓桥->麓山名园->金星路咸嘉湖路口(美奥口腔)->教师村->市妇联->卫技新村->市政府->岳麓区政府东->茶子山路口->佑母塘路口->佑母塘路金星路口->恒大华府
长沙36路公交车路线,沙河大桥07:00-21:00 |开福区政府南07:00-21:00,空调车2元,湖南龙骧巴士有限责任公司第一分公司,沙河大桥—开福区政府南,共28站,沙河大桥->湘江路汤家湖路口->兴旺路湘江路口->金霞小区->湘粮国际->粮油水产交易中心->灵官坡->湘江路安顺路口->湘江路开顺路口->长沙港->禾塘->湘江路高冲路口->湘江路鹅秀路口->湘江路新安路口->鹅羊山->袁家湖->母山小区->兴联路芙蓉路口->友谊咨询大厦->新竹第二小学->秀峰路创远路口->三汊矶大桥东->捞刀河办事处->北雅中学->金泰路金马路口->金霞苑->汽车北站->开福区政府南,开福区政府南—沙河大桥,共27站,开福区政府南->开福区政府->汽车北站->金泰路金马路口->北雅中学->捞刀河办事处->三汊矶大桥东->秀峰路创远路口->新竹第二小学->戴家河->兴联路芙蓉路口->母山小区->袁家湖->鹅羊山->湘江路新安路口->湘江路鹅秀路口->湘江路高冲路口->禾塘->长沙港->湘江路开顺路口->灵官坡->粮油水产交易中心->湘粮国际->金霞小区->湘江路兴旺路口->湘江路汤家湖路口->沙河大桥
长沙38路公交车路线,莲湖--莲坪路高架桥夏06:10-21:00 冬06:30-20:30,空调车2元,湖南龙骧巴士有限责任公司,莲湖—莲坪路高架桥,共38站,莲湖->洞井路湘府路口->洞井路高架桥->洞井路井湾路口->景湾小区->环保西门->洞井路香樟路口->长沙民政学院北门->雅塘村->洞井路王家冲路口->赤岗岭->赤岗冲(宏朗眼科医院)->野坡(中诺口腔医院)->东塘东->东塘西->雅礼中学->侯家塘->侯家塘南->黄土岭(长沙五洲医院)->黄土岭地铁站(长沙爱尔眼科医院)->涂家冲(省第二人民医院)->麻园塘->浦沅(长沙银行汇融支行)->浦沅南->丁家垅->新开铺路口->南郊公园->阳光100国际新城->龙回塘->五星村->湖南工业职院东门->含浦大道联丰路口->学士路(江山帝景)->学士路车塘河路口->学士路象嘴路口->湖南中医药大学南门->省食品药品职院->莲坪路高架桥,莲坪路高架桥—莲湖,共41站,莲坪路高架桥->省食品药品职院->湖南中医药大学南门->学士路象嘴路口->学士路(江山帝景)->含浦大道联丰路口->湖南工业职院东门->云栖路含浦大道口->五星村->龙回塘->阳光100国际新城->南郊公园->新开铺路口->丁家垅->浦沅南->浦沅(长沙银行汇融支行)->麻园塘->涂家冲(省第二人民医院)->黄土岭地铁站(长沙爱尔眼科医院)->黄土岭(长沙五洲医院)->侯家塘南->侯家塘->雅礼中学(副站)->东塘西->东塘东->野坡(中诺口腔医院)->赤岗冲(宏朗眼科医院)->赤岗岭->茶园坡->洞井路王家冲路口->雅塘村->雅塘村南->长沙民政学院北门->洞井路香樟路口->洞井路木莲路口->环保西门->景湾小区->洞井路井湾路口->洞井路高架桥->洞井路湘府路口->莲湖
长沙39路公交车路线,长沙火车南站--中国电科48所夏06:10-21:00 冬06:30-20:30,空调车2元,湖南龙骧巴士有限责任公司,长沙火车南站—中国电科48所,共37站,长沙火车南站(四)->东山街道->曲塘路雨花大道口->曲塘路花侯路口->黎托村->黎托安置小区->曲塘路沙湾路口->曲塘路古曲路口->木桥->雨花公安分局->新星小区(豪装天下家装)->雨花区交警队->市公安局经侦支队->圭塘路木莲路口->长沙市雅境中学->圭塘路井湾路口->晏家坡->圭塘路莲湖路口->雨花区莲湖小学->洞井路湘府路口->莲花小区->高升村->湖南人才市场->万芙路口->湘府路刘家冲路口->天心区政府->省政府清风地铁站->杉木冲->桂花坪->九峰小区东门->九峰小区南门->雀园路君逸路口->雀园路枫山路口->炮兵学院->雅雀岭->黑石村->中国电科48所,中国电科48所—长沙火车南站,共38站,中国电科48所->黑石村->雅雀岭->炮兵学院->雀园路枫山路口->雀园路君逸路口->九峰小区南门->九峰小区东门->桂花坪->桂花坪地铁站->杉木冲->省政府清风地铁站->天心区政府->湘府路刘家冲路口->万芙路口->湖南人才市场->高升村->莲花小区->洞井路湘府路口->雨花区莲湖小学->圭塘路莲湖路口->晏家坡->圭塘路井湾路口->长沙市雅境中学->圭塘路木莲路口->市公安局经侦支队->雨花区交警队->新星小区(豪装天下家装)->雨花公安分局->木桥->曲塘路古曲路口->曲塘路沙湾路口->黎托安置小区->黎托村->曲塘路花侯路口->曲塘路雨花大道口->东山街道->长沙火车南站
长沙301路公交车路线,杜鹃路岳麓大道口06:00-21:00 |德政街06:00-21:00,空调车2元,湖南巴士公共交通有限公司三公司,杜鹃路岳麓大道口—德政街,共31站,杜鹃路岳麓大道口->莱茵城->麓天路口->长华小区->湖南工商大学->咸嘉花园->咸嘉新村->谷丰路咸嘉湖路口->咸嘉湖西路金星大道口->金星路咸嘉湖路口(美奥口腔)->麓山名园->望麓桥->省人防办->省人防办东->高叶塘->溁湾镇地铁站->五一广场(恒企会计培训)->五一广场北(会计学堂)->中山路->小吴门->清水塘->省军区->袁家岭(长沙银行湘银支行)->省公安厅->蓉园路口->五里牌->火星镇->惠泽园->长郡芙蓉中学->马王堆路荷花路口->德政街,德政街—杜鹃路岳麓大道口,共29站,德政街->长郡芙蓉中学->惠泽园->火星镇->三湘大市场->蓉园路口->省公安厅->袁家岭(长沙银行湘银支行)->省军区->清水塘->小吴门->中山路->五一广场北(会计学堂)->五一广场(恒企会计培训)->高叶塘->省人防办东->省人防办->望麓桥->麓山名园->金星路咸嘉湖路口(美奥口腔)->咸嘉湖西路金星大道口->谷丰路咸嘉湖路口->咸嘉新村->咸嘉花园->湖南工商大学->长华小区->麓天路口->岳麓大道雷锋大道口->杜鹃路岳麓大道口
长沙302路公交车路线,东方红路公交首末站06:30-19:00 |华夏07:15-19:00,空调车2元,湖南巴士公共交通有限公司三公司,东方红路首末站—华夏,共20站,东方红公交首末站->东方红路曲苑路口->桐梓坡路东方红路口->桐梓坡路麓松路口->保利麓谷林语西->保利麓谷林语东->保利体育公园->麓谷街道办事处->麓谷大道麓天路口->杜鹃路岳麓大道口->莱茵城->湘麓山庄->金星路口->市政府南->毛泽东文学院->大路坪->银盆岭大桥西->伍家岭南(华创国际广场)->芙蓉路口->华夏,华夏—东方红路首末站,共22站,华夏->芙蓉路口->伍家岭南(华创国际广场)->银盆岭大桥西->大路坪->毛泽东文学院->市政府南->金星路口->湘麓山庄->莱茵城->杜鹃路岳麓大道口->省少管所->博才云时代小学->麓谷大道麓天路口->麓谷街道办事处->保利体育公园->保利麓谷林语东->保利麓谷林语西->桐梓坡路麓松路口->桐梓坡路东方红路口->东方红路曲苑路口->东方红公交首末站
长沙306路公交车路线,福元路大桥西06:30-19:30 |环联路公交首末站06:30-19:30,空调车2元,湖南巴士公共交通有限公司二公司,福元路大桥西—环联路公交首末站,共43站,福元路大桥西->滨江景观道佑母塘路口->滨江景观道茶子山路口->含光路滨江景观道口->含光路潇湘北路口->石岭塘社区->含光路岳华路口->观沙路->市委->市政府->卫技新村->市妇联->白鸽咀->谷丰路咸嘉湖路口->咸嘉湖西路谷丰路口->咸嘉湖西路望岳路口->湖南工商大学南门->西二环枫林路口->望城坡南->迎春路玉兰路口->大坝咀->梅溪湖大桥北->梅溪湖东地铁站->麓景路燕航路口->三里垅->珂信肿瘤医院(湖南航天医院)->燕联村->麓谷大道枫林路口->麓谷大道咸嘉湖路口->麓谷大道谷苑路口->麓谷街道办事处->保利体育公园->保利麓谷林语东->保利麓谷林语西->桐梓坡路麓松路口->桐梓坡路东方红路口->桐梓坡路嘉运路口->杨西塘->福西塘->荷叶坝村->雷高路林语路口->樟园塘->环联路公交首末站,环联路公交首末站—福元路大桥西,共42站,环联路公交首末站->板塘坳->潭湖塘->樟园塘->雷高路林语路口->福西塘->杨西塘->桐梓坡路嘉运路口->桐梓坡路东方红路口->桐梓坡路麓松路口->保利麓谷林语西->保利麓谷林语东->保利体育公园->麓谷街道办事处->麓谷大道谷苑路口->麓谷大道咸嘉湖路口->麓谷大道枫林路口->燕联村->珂信肿瘤医院(湖南航天医院)->三里垅->麓景路燕航路口->梅溪湖东地铁站->梅溪湖大桥北->望城坡南->西二环枫林路口->湖南工商大学南门->咸嘉湖西路望岳路口->咸嘉湖西路谷丰路口->谷丰路咸嘉湖路口->白鸽咀->市妇联->卫技新村->市政府->市委->观沙路->含光路岳华路口->石岭塘社区->含光路潇湘北路口->长沙银行总行->滨江景观道茶子山路口->滨江景观道佑母塘路口->福元路大桥西
长沙308路公交车路线,茶子山路谷丰路口06:30-20:30 |德政园06:30-20:30,空调车2元,湖南巴士公共交通有限公司三公司,茶子山路谷丰路口—德政园,共30站,茶子山路谷丰路口->王家咀->岳麓区政府北门->岳麓区政府东->市政府->卫技新村->市妇联->省肿瘤医院->湘雅医学院->湘雅三医院->桐梓坡->六沟垅->四水厂->望月湖小区->潇湘大道溁湾路口->橘子洲大桥西->新民学会旧址->解放路西口->贾谊故居->柑子园(省人民医院天心阁院区)->定王台(长沙银行华龙支行)->识字岭(千思装饰)->地质中学->窑岭东->人民路曙光路口->人民路立交桥西->杨家山西(高建市场)->杨家山北->德政街->德政园,德政园—茶子山路谷丰路口,共28站,德政园->杨家山西(高建市场)->人民路立交桥西(副站)->人民路曙光路口->窑岭东->地质中学->识字岭(千思装饰)->凤凰台->定王台(长沙银行华龙支行)->柑子园(省人民医院天心阁院区)->贾谊故居->解放路西口->银盆南路白沙液街口->望月湖->望月湖小区->四水厂->六沟垅->桐梓坡->湘雅三医院->湘雅医学院->省肿瘤医院->市妇联->卫技新村->市政府->岳麓区政府东->岳麓区政府北门->王家咀->茶子山路谷丰路口
长沙309路公交车路线,高叶塘07:00-19:00 |金南家园北07:00-19:00,空调车2元,湖南巴士公共交通有限公司三公司,高叶塘—金南家园北,共28站,高叶塘->省人防办东->省人防办->望麓桥->湖南财政经济学院->湖湘中医肿瘤医院->望城坡->湘江新区综合交通枢纽->玉兰路重阳路口->望城坡环球家居->玉兰路桐梓坡路口->麓天路口->莱茵城->雷锋大道杜鹃路口->青山镇南->青山镇->博云->静园->金鸡咀->尖山村南->尖山村北->黄金->黄金路雷锋大道口->金山桥社区->香桥->报业文化城(干塘坡)->东方红路黄金大道口->麓谷城铁站,金南家园北—高叶塘,共28站,麓谷城铁站->东方红路黄金大道口->报业文化城(干塘坡)->香桥->金山桥社区->黄金路雷锋大道口->黄金->尖山村北->尖山村南->金鸡咀->静园->博云->青山镇->青山镇南->雷锋大道杜鹃路口->莱茵城->麓天路口->玉兰路桐梓坡路口->望城坡环球家居->玉兰路重阳路口->湘江新区综合交通枢纽->望城坡->湖湘中医肿瘤医院->湖南财政经济学院->望麓桥->省人防办->省人防办东->高叶塘
长沙311路公交车路线,王家湾--汽车东站夏06:00-21:30冬06:30-21:00,空调车2元,湖南巴士公共交通有限公司,王家湾—汽车东站(公交坪),共37站,王家湾->王家湾东->中南大学(清水路)->磨子山->腌鱼塘->后湖小区北->后湖小区东->中南大学新校区->靳江路潇湘路口->后湖->杏花园->大椿桥->第一师范->书院路->碧湘街->长郡中学->长沙简牍博物馆->天心阁->识字岭(千思装饰)->地质中学->窑岭北(湖南省图书馆)->袁家岭(长沙银行湘银支行)->省公安厅->蓉园路口->五里牌->火星镇->马王堆(长沙银行东城支行)->陶家山->高速公路管理局->陶家山北->省社会主义学院->新桥->营盘路浏阳河大桥东->高家坡路安油路口->双杨路桐西路口->双杨路远大路口->汽车东站(公交坪),汽车东站(公交坪)—王家湾,共38站,汽车东站(公交坪)->双杨路远大路口->双杨路桐西路口->高家坡路安油路口->营盘路浏阳河大桥东->新桥->陶家山北->高速公路管理局->陶家山->马王堆(长沙银行东城支行)->火星镇->三湘大市场->蓉园路口->省公安厅->袁家岭(长沙银行湘银支行)->窑岭北(湖南省图书馆)->地质中学->识字岭(千思装饰)->天心阁->长沙简牍博物馆->长郡中学->碧湘街->书院路->第一师范->大椿桥->杏花园->碧沙湖->后湖->靳江路潇湘路口->中南大学新校区->后湖小区南->中南大学地铁站->中南大学学生公寓->腌鱼塘->磨子山->中南大学->王家湾东->王家湾
长沙312路公交车路线,高叶塘--康恩特医药夏06:00-21:00 冬06:30-20:30,空调车2元,湖南巴士公共交通有限公司三公司,高叶塘—康恩特医药,共26站,高叶塘->省人防办东->省人防办->望麓桥->湖大北校区学生公寓(长沙银行湘江新区支行)->湖南财政学院南门->金星路西二环路口->梅溪湖大桥北->梅溪湖东地铁站->麓景路燕航路口->麓景路枫林路口->咸嘉湖西路麓景路口->麓枫路咸嘉湖西路口->瑞龙路文轩路口->麓谷小学->文轩路麓谷大道口->文轩路平川路口(长沙银行科技支行)->锦和园小区北->涉外北门->文轩路麓松路口->文轩路栖才路口->谷苑路嘉运路口->师大附中高新实验中学->桐梓坡路嘉运路口->杨西塘->康恩特医药,康恩特医药—高叶塘,共26站,康恩特医药->杨西塘->桐梓坡路嘉运路口->师大附中高新实验中学->谷苑路嘉运路口->文轩路栖才路口->文轩路麓松路口->涉外北门->锦和园小区北->文轩路平川路口(长沙银行科技支行)->文轩路麓谷大道口->麓谷小学->瑞龙路文轩路口->麓枫路咸嘉湖西路口->咸嘉湖西路麓景路口->麓景路枫林路口->麓景路燕航路口->梅溪湖东地铁站->梅溪湖大桥北->金星路西二环路口->湖南财政学院南门->湖大北校区学生公寓(长沙银行湘江新区支行)->望麓桥->省人防办->省人防办东->高叶塘
长沙313路公交车路线,金南家园北07:00-19:00 |望新小学07:00-19:00,空调车2元,湖南巴士公共交通有限公司三公司,金南家园北—望新小学,共20站,麓谷城铁站->东方红路景阳路口->东方红路青山路口->东方红路岳麓大道口->东方红路麓松路口->东方红路曲苑路口->湘电水泵->谷苑路麓松路口->梦洁麓谷工业园->兴工科技园->锦和园小区->咸嘉湖西路麓云路口->咸嘉湖西路平川路口->瑞龙路口->咸嘉湖路麓枫路口->咸嘉湖西路麓景路口->麓景路咸嘉湖路口->麓景路枫林路口->市特殊教育学校->望新小学,望新小学—金南家园北,共19站,望新小学->市特殊教育学校->麓景路枫林路口->麓景路咸嘉湖路口->咸嘉湖西路麓景路口->咸嘉湖路麓枫路口->瑞龙路口->咸嘉湖西路平川路口->咸嘉湖西路麓云路口->锦和园小区->兴工科技园->梦洁麓谷工业园->谷苑路麓松路口->湘电水泵->东方红路曲苑路口->东方红路麓松路口->东方红路青山路口->东方红路景阳路口->麓谷城铁站
长沙314路公交车路线,汽车西站05:00-次日01:00 |赤岗冲05:00-次日01:00,空调车2元,湖南巴士公共交通有限公司三公司,汽车西站—赤岗冲(多功能坪),共26站,汽车西站->汽车西站西->望城坡->湖湘中医肿瘤医院->湖南财政经济学院->望麓桥->省人防办->省人防办东->高叶塘->溁湾镇地铁站->太平街口->柑子园(省人民医院天心阁院区)->定王台(长沙银行华龙支行)->天心阁->长沙简牍博物馆->南门口->沙河街->劳动路白沙路口->仰天湖(长沙市三医院)->侯家塘地铁站->侯家塘(劳动路)->雅礼中学->东塘西->东塘东->野坡(中诺口腔医院)->赤岗冲公交首末站,赤岗冲(多功能坪)—汽车西站,共25站,赤岗冲公交首末站->东塘东->东塘西->雅礼中学->侯家塘(劳动路)->侯家塘地铁站->仰天湖(长沙市三医院)->劳动路白沙路口->沙河街->南门口->长沙简牍博物馆->天心阁->凤凰台->定王台(长沙银行华龙支行)->柑子园(省人民医院天心阁院区)->八角亭(温斯顿英语)->太平街口->高叶塘->省人防办东->省人防办->望麓桥->湖南财政经济学院->湖湘中医肿瘤医院->望城坡->汽车西站
长沙315路公交车路线,天马山公交首末站06:00-21:30 |雷锋汽车站06:00-21:30,空调车2元,湖南巴士公共交通有限公司三公司,桃子湖路口(首末站)—雷锋汽车站,共27站,桃子湖路口(首末站)->湖南大学->桃子湖路口->新民学会旧址->高叶塘->省人防办东->省人防办->望麓桥->湖南财政经济学院->湖湘中医肿瘤医院->望城坡->湘江新区综合交通枢纽->湘仪路口->三里垅->珂信肿瘤医院(湖南航天医院)->燕联村->天顶街道(三真康复医院)->枫林路麓云路口->枫林路骑龙路口->枫林路沐风路口->涉外学院南门->湖南第一师范学院->枫林路栖才路口->枫林路东方红路口->银华山庄->黄花塘->雷锋汽车站(公交场站),雷锋汽车站—桃子湖路口(首末站),共27站,雷锋汽车站(公交场站)->黄花塘->银华山庄->枫林路东方红路口->枫林路栖才路口->湖南第一师范学院->涉外学院南门->枫林路沐风路口->枫林路骑龙路口->枫林路麓云路口->天顶街道(三真康复医院)->燕联村->珂信肿瘤医院(湖南航天医院)->三里垅->湘仪路口->湘江新区综合交通枢纽->望城坡->湖湘中医肿瘤医院->湖南财政经济学院->望麓桥->省人防办->省人防办东->高叶塘->溁湾镇地铁站->新民学会旧址->潇湘大道新民路口->桃子湖路口(首末站)
长沙317路公交车路线,长华小区06:00-21:00 |湖南农大06:00-21:00,空调车2元,湖南巴士公共交通有限公司三公司,长华小区—湖南农大,共32站,长华小区->咸嘉湖西路口(郁金香精品建材城)->湖南工商大学南门->咸嘉湖西路望岳路口->咸嘉湖西路谷丰路口->咸嘉湖西路金星大道口->咸嘉湖路金星大道东口->省肿瘤医院南->西湖公园北->英才园->望月公园->望月湖小区->潇湘大道溁湾路口->橘子洲大桥西->新民学会旧址->太平街口->芙蓉广场地铁站(中公教育)->韭菜园->乔庄->袁家岭地铁站->五一大道长岛路口->长沙火车站->朝阳村地铁站->杨家山西(高建市场)->德政园东(华领体检)->芙蓉区政府->人民路古曲路口->亚大南路口->望龙村->人民路雨花大道口->东湖小区->湖南农大,湖南农大—长华小区,共31站,湖南农大->东湖小区->人民路雨花大道口->望龙村->亚大南路口->隆平水稻博物馆->人民路古曲路口->芙蓉区政府->德政园东(华领体检)->杨家山西(高建市场)->朝阳村地铁站->长沙火车站->五一大道长岛路口->袁家岭地铁站->乔庄->韭菜园->芙蓉广场地铁站(中公教育)->太平街口->高叶塘->西湖公园东->望月公园->英才园->西湖公园北->省肿瘤医院南->咸嘉湖路金星大道东口->咸嘉湖西路金星大道口->咸嘉湖西路谷丰路口->咸嘉湖西路望岳路口->湖南工商大学南门->咸嘉湖西路口(郁金香精品建材城)->长华小区
长沙318路公交车路线,三汊矶公交首末站06:30-19:00 |湘浦路景园路口06:30-19:30,空调车2元,湖南巴士公共交通有限公司三公司,三汊矶公交首末站—湘浦路景园路口,共34站,三汊矶公交首末站->三汊矶大桥西->银杉路岳华路口->好家园小区->银杉路北津城路口->银杉路谷山路口->长巷子->茶子山小区->银杉路茶子山路口->石岭塘->观沙岭->安居乐家居广场->银盆岭->六沟垅地铁站->六沟垅->四水厂->望月湖小区->潇湘大道溁湾路口->橘子洲大桥西->潇湘大道新民路口->桃子湖路口->湖南大学->天马山东(肖劲光故居)->省教育考试院->阜埠河路口->后湖->靳江路口->猴子石大桥北->猴子石大桥->潇湘大道联丰路口->湘浦路先导路口->湘浦路福祥路口->湘府路大桥西->湘浦路景园路口,湘浦路景园路口—三汊矶公交首末站,共30站,湘浦路景园路口->湘浦路洋湖大道口->湘浦路福祥路口->先导路潇湘路口->潇湘大道联丰路口->猴子石大桥北->靳江路口->后湖->阜埠河路口->天马山东(肖劲光故居)->湖南大学->桃子湖路口->潇湘大道新民路口->橘子洲大桥西->望月湖->望月湖小区->四水厂->六沟垅地铁站->银盆岭->安居乐家居广场->观沙岭->石岭塘->银杉路茶子山路口->金麓小区->长巷子->银杉路谷山路口->银杉路北津城路口->银杉路岳华路口->三汊矶大桥西->三汊矶公交首末站
长沙319路公交车路线,汽车西站06:00-21:00 |九峰公园公交首末站06:00-21:00,空调车2元,湖南巴士公共交通有限公司四公司,汽车西站—九峰公园公交首末站,共44站,汽车西站->望城坡南->玉兰路南园路口->梅溪湖东地铁站->梅溪湖大桥北->金星路西二环路口->湖南财政学院南门->湖大北校区学生公寓(长沙银行湘江新区支行)->望麓桥->省人防办->省人防办东->高叶塘->溁湾镇地铁站->新民学会旧址->潇湘大道新民路口->学堂坡->桃子湖路口->湖南大学->天马山东(肖劲光故居)->省教育考试院->天心一中(副站)->玉泉寺(三真康复书院路院区)->殷家冲北->赤岭路街道->公用客车厂->广厦新村(湖南尚美妇幼医院)->猴子石路口->百姓市场->新开铺->1103厂->新开铺路友谊路口->豹子岭->二豹子岭->新开铺路湘府路口->黑石铺火车站->黑石铺->黑石铺中南大市场->黑石村->雅雀岭->炮兵学院->雀园路枫山路口->雀园路君逸路口->君逸路->九峰公园公交首末站,九峰公园公交首末站—汽车西站,共37站,九峰公园公交首末站->君逸路->雀园路君逸路口->雀园路枫山路口->炮兵学院->雅雀岭->黑石村->黑石铺中南大市场->黑石铺->新开铺路志清路口->黑石铺火车站->新开铺路湘府路口->二豹子岭->豹子岭->新开铺路友谊路口->1103厂->新开铺->百姓市场->猴子石路口->广厦新村(湖南尚美妇幼医院)->公用客车厂->赤岭路街道->殷家冲北->玉泉寺(三真康复书院路院区)->天心一中->天马山东(肖劲光故居)->湖南大学->桃子湖路口->新民学会旧址->高叶塘->省人防办东->省人防办->望麓桥->湖南财政经济学院->湖湘中医肿瘤医院->望城坡->汽车西站
长沙321路公交车路线,长沙火车南站--北辰三角洲夏06:20-21:00 冬06:30-20:30,空调车2元,湖南巴士公共交通有限公司三公司,长沙火车南站(二)—二馆一厅,共33站,长沙火车南站(二)->东山街道->雨花大道劳动路口->雨花区托溪小学->一中雨花新华都学校->长沙大道花侯路口->新华都->沙湾路口->大桥东->友谊村(居然之家高桥店)->高桥大市场南->高桥大市场西->长沙海关->杨家山南->杨家山西(高建市场)->朝阳村地铁站->长沙火车站->蓉园路口->省公安厅->袁家岭(长沙银行湘银支行)->省军区->清水塘->小吴门->水风井->营盘街(省中医院)->北正街->彭家井->湘江路湘雅路口->竹山园->开福寺西->新河->新河北->三馆一厅,二馆一厅—长沙火车南站,共33站,三馆一厅->新河北->新河->开福寺西->竹山园->文昌阁地铁站(长沙仁爱医院)->北正街->兴汉门->营盘街(省中医院)->水风井->小吴门->清水塘->省军区->袁家岭(长沙银行湘银支行)->省公安厅->蓉园路口->长沙火车站->朝阳村地铁站->杨家山西(高建市场)->杨家山南->长沙海关->高桥大市场西->高桥大市场南->友谊村(居然之家高桥店)->大桥西->大桥东->沙湾路口->长沙大道花侯路口->一中雨花新华都学校->雨花区托溪小学->雨花大道劳动路口->东山街道->长沙火车南站
长沙322路公交车路线,市政府东-市政府东07:00-20:00,空调车2元,湖南巴士公共交通有限公司三公司,市人民会堂—市人民会堂,共8站,市政府东->观沙路->观沙路茶子山路口->市政府->市妇联->金星路地铁站->麓山名园->市政府东,null,null,null
长沙325路公交车路线,天马山公交首末站06:20-20:00 |省委党校06:40-20:20,空调车2元,湖南巴士公共交通有限公司三公司,天马山公交首末站—省委党校,共11站,天马山公交首末站->天马山东(肖劲光故居)->湖南大学->桃子湖路口->潇湘大道新民路口->橘子洲大桥西(副站)->高叶塘->省人防办东->谭石路口->省公安专科学校->省委党校,省委党校—天马山公交首末站,共11站,省委党校->省公安专科学校->谭石路口->省人防办->省人防办东->高叶塘->橘子洲大桥西->潇湘大道新民路口->桃子湖路口->湖南大学->天马山公交首末站
长沙348路公交车路线,汽车西站--长沙火车站夏06:20-21:00 冬06:30-20:30,空调车2元,湖南巴士公共交通有限公司三公司,汽车西站—长沙火车站(南坪),共32站,汽车西站->玉兰路重阳路口->望城坡环球家居->玉兰路桐梓坡路口->桐梓坡路玉兰路口东->湖南工商大学->咸嘉花园->咸嘉新村->白鸽咀->省肿瘤医院->湘雅医学院->湘雅三医院->桐梓坡->六沟垅地铁站->银盆岭->银盆岭大桥西->伍家岭南(华创国际广场)->潘家坪->唐家巷(富兴时代)->湘雅路口(盛大金禧金融中心)->经武门(湖南日报)->松桂园->八一桥->芙蓉广场->浏城桥(省建行)->识字岭(千思装饰)->地质中学->窑岭北(湖南省图书馆)->文艺路口东->合峰电脑城->解放东路朝阳路口->长沙火车站(南坪),长沙火车站(南坪)—汽车西站,共30站,长沙火车站(南坪)->五一东村->合峰电脑城->文艺路口东->窑岭北(湖南省图书馆)->地质中学->识字岭(千思装饰)->浏城桥(省建行)->芙蓉广场->八一桥->松桂园->经武门(湖南日报)->湘雅路口(盛大金禧金融中心)->唐家巷(富兴时代)->潘家坪->伍家岭南(华创国际广场)->银盆岭大桥西->银盆岭->六沟垅地铁站->六沟垅->桐梓坡->湘雅三医院->湘雅医学院->省肿瘤医院->白鸽咀->咸嘉新村->咸嘉花园->咸嘉湖西路口(郁金香精品建材城)->西二环枫林路口->汽车西站
