adm1,adm2,city_name,code,country_name,latitude,location_id,longitude
北京市,北京,北京,110000 | 110100,中国,39.904987,101010100,116.405289
北京市,北京,海淀,110108,中国,39.956074,101010200,116.310318
北京市,北京,朝阳,110105,中国,39.921490,101010300,116.486412
北京市,北京,顺义,110113,中国,40.128937,101010400,116.653526
北京市,北京,怀柔,110116,中国,40.324272,101010500,116.637123
北京市,北京,通州,110112,中国,39.902485,101010600,116.658600
北京市,北京,昌平,110114,中国,40.218086,101010700,116.235909
北京市,北京,延庆,110119,中国,40.465324,101010800,115.985008
北京市,北京,丰台,110106,中国,39.863644,101010900,116.286964
北京市,北京,石景山,110107,中国,39.914600,101011000,116.195442
北京市,北京,大兴,110115,中国,39.728909,101011100,116.338036
北京市,北京,房山,110111,中国,39.735535,101011200,116.139160
北京市,北京,密云,110118,中国,40.377361,101011300,116.843353
北京市,北京,门头沟,110109,中国,39.937183,101011400,116.105377
北京市,北京,平谷,110117,中国,40.144783,101011500,117.112335
北京市,北京,东城,110101,中国,39.917545,101011600,116.418755
北京市,北京,西城,110102,中国,39.915310,101011700,116.366791
上海市,上海,上海,310000 | 310100,中国,31.231707,101020100,121.472641
上海市,上海,闵行,310112,中国,31.111658,101020200,121.375969
上海市,上海,宝山,310113,中国,31.398895,101020300,121.489937
上海市,上海,黄浦,310101,中国,31.222771,101020400,121.490318
上海市,上海,嘉定,310114,中国,31.383524,101020500,121.250336
上海市,上海,浦东新区,310115,中国,31.245943,101020600,121.567703
上海市,上海,金山,310116,中国,30.724697,101020700,121.330734
上海市,上海,青浦,310118,中国,31.151209,101020800,121.113022
上海市,上海,松江,310117,中国,31.030470,101020900,121.223541
上海市,上海,奉贤,310120,中国,30.912346,101021000,121.458473
上海市,上海,崇明,310151,中国,31.626946,101021100,121.397514
上海市,上海,徐汇,310104,中国,31.179974,101021200,121.437523
上海市,上海,长宁,310105,中国,31.218122,101021300,121.422203
上海市,上海,静安,310106,中国,31.229004,101021400,121.448227
上海市,上海,普陀,310107,中国,31.241701,101021500,121.392502
上海市,上海,虹口,310109,中国,31.260969,101021600,121.491829
上海市,上海,杨浦,310110,中国,31.270756,101021700,121.522797
天津市,天津,天津,120000 | 120100,中国,39.125595,101030100,117.190186
天津市,天津,武清,120114,中国,39.376926,101030200,117.057961
天津市,天津,宝坻,120115,中国,39.716965,101030300,117.308090
天津市,天津,东丽,120110,中国,39.087765,101030400,117.313965
天津市,天津,西青,120111,中国,39.139446,101030500,117.012245
天津市,天津,北辰,120113,中国,39.225555,101030600,117.134819
天津市,天津,宁河,120117,中国,39.328884,101030700,117.828278
天津市,天津,和平,120101,中国,39.118328,101030800,117.195908
天津市,天津,静海,120118,中国,38.935673,101030900,116.925301
天津市,天津,津南,120112,中国,38.989578,101031000,117.382545
天津市,天津,滨海新区,120116,中国,39.032845,101031100,117.654175
天津市,天津,河东,120102,中国,39.122124,101031200,117.226570
天津市,天津,河西,120103,中国,39.101898,101031300,117.217537
天津市,天津,蓟州,120119,中国,40.045341,101031400,117.407448
天津市,天津,南开,120104,中国,39.120476,101031500,117.164146
天津市,天津,河北,120105,中国,39.156631,101031600,117.201569
天津市,天津,红桥,120106,中国,39.175068,101031700,117.163300
重庆市,重庆,重庆,500000 | 500100,中国,29.563761,101040100,106.550461
重庆市,重庆,永川,500118,中国,29.348747,101040200,105.894714
重庆市,重庆,合川,500117,中国,29.990994,101040300,106.265556
重庆市,重庆,南川,500119,中国,29.156647,101040400,107.098152
重庆市,重庆,江津,500116,中国,29.283386,101040500,106.253159
重庆市,重庆,渝北,500112,中国,29.601452,101040700,106.512848
重庆市,重庆,北碚,500109,中国,29.825430,101040800,106.437866
重庆市,重庆,巴南,500113,中国,29.381920,101040900,106.519424
重庆市,重庆,长寿,500115,中国,29.833672,101041000,107.074852
重庆市,重庆,黔江,500114,中国,29.527548,101041100,108.782578
重庆市,重庆,渝中,500103,中国,29.556742,101041200,106.562881
重庆市,重庆,万州,500101,中国,30.807808,101041300,108.380249
重庆市,重庆,涪陵,500102,中国,29.703651,101041400,107.394905
重庆市,重庆,城口,500229,中国,31.946293,101041600,108.664902
重庆市,重庆,云阳,500235,中国,30.930529,101041700,108.697701
重庆市,重庆,巫溪,500238,中国,31.396601,101041800,109.628914
重庆市,重庆,奉节,500236,中国,31.019966,101041900,109.465775
重庆市,重庆,巫山,500237,中国,31.074842,101042000,109.878929
重庆市,重庆,潼南,500152,中国,30.189554,101042100,105.841820
重庆市,重庆,垫江,500231,中国,30.330011,101042200,107.348694
重庆市,重庆,梁平,500155,中国,30.672169,101042300,107.800034
重庆市,重庆,忠县,500233,中国,30.291536,101042400,108.037521
重庆市,重庆,石柱,500240,中国,29.999285,101042500,108.114067
重庆市,重庆,大足,500111,中国,29.700499,101042600,105.715317
重庆市,重庆,荣昌,500153,中国,29.403627,101042700,105.594063
重庆市,重庆,铜梁,500151,中国,29.839945,101042800,106.054947
重庆市,重庆,璧山,500120,中国,29.593580,101042900,106.231125
重庆市,重庆,丰都,500230,中国,29.866425,101043000,107.732483
重庆市,重庆,武隆,500156,中国,29.323759,101043100,107.756554
重庆市,重庆,彭水,500243,中国,29.293856,101043200,108.166550
重庆市,重庆,綦江,500110,中国,29.028091,101043300,106.651421
重庆市,重庆,酉阳,500242,中国,28.839828,101043400,108.767204
重庆市,重庆,大渡口,500104,中国,29.481003,101043500,106.486130
重庆市,重庆,秀山,500241,中国,28.444773,101043600,108.996040
重庆市,重庆,江北,500105,中国,29.575352,101043700,106.532845
重庆市,重庆,沙坪坝,500106,中国,29.541224,101043800,106.454201
重庆市,重庆,九龙坡,500107,中国,29.523493,101043900,106.480988
重庆市,重庆,南岸,500108,中国,29.523993,101044000,106.560814
重庆市,重庆,开州,500154,中国,31.167734,101044100,108.413315
黑龙江省,哈尔滨,哈尔滨,230100 | 230101,中国,45.756966,101050101,126.642464
黑龙江省,哈尔滨,双城,230113,中国,45.377941,101050102,126.308784
黑龙江省,哈尔滨,呼兰,230111,中国,45.984230,101050103,126.603302
黑龙江省,哈尔滨,阿城,230112,中国,45.538372,101050104,126.972725
黑龙江省,哈尔滨,宾县,230125,中国,45.759369,101050105,127.485939
黑龙江省,哈尔滨,依兰,230123,中国,46.315105,101050106,129.565598
黑龙江省,哈尔滨,巴彦,230126,中国,46.081890,101050107,127.403603
黑龙江省,哈尔滨,通河,230128,中国,45.977619,101050108,128.747787
黑龙江省,哈尔滨,方正,230124,中国,45.839535,101050109,128.836136
黑龙江省,哈尔滨,延寿,230129,中国,45.455647,101050110,128.331879
黑龙江省,哈尔滨,尚志,230183,中国,45.214954,101050111,127.968536
黑龙江省,哈尔滨,五常,230184,中国,44.919418,101050112,127.157593
黑龙江省,哈尔滨,木兰,230127,中国,45.949825,101050113,128.042679
黑龙江省,哈尔滨,道里,230102,中国,45.762035,101050114,126.612534
黑龙江省,哈尔滨,南岗,230103,中国,45.755970,101050115,126.652100
黑龙江省,哈尔滨,道外,230104,中国,45.784538,101050116,126.648834
黑龙江省,哈尔滨,平房,230108,中国,45.605568,101050117,126.629257
黑龙江省,哈尔滨,松北,230109,中国,45.814655,101050118,126.563065
黑龙江省,哈尔滨,香坊,230110,中国,45.713066,101050119,126.667046
黑龙江省,齐齐哈尔,齐齐哈尔,230200 | 230201,中国,47.342079,101050201,123.957916
黑龙江省,齐齐哈尔,讷河,230281,中国,48.481133,101050202,124.882172
黑龙江省,齐齐哈尔,龙江,230221,中国,47.336388,101050203,123.187225
黑龙江省,齐齐哈尔,甘南,230225,中国,47.917839,101050204,123.506035
黑龙江省,齐齐哈尔,富裕,230227,中国,47.797173,101050205,124.469109
黑龙江省,齐齐哈尔,依安,230223,中国,47.890099,101050206,125.307564
黑龙江省,齐齐哈尔,拜泉,230231,中国,47.607365,101050207,126.091911
黑龙江省,齐齐哈尔,克山,230229,中国,48.034344,101050208,125.874352
黑龙江省,齐齐哈尔,克东,230230,中国,48.037319,101050209,126.249092
黑龙江省,齐齐哈尔,泰来,230224,中国,46.392330,101050210,123.419533
黑龙江省,齐齐哈尔,龙沙,230202,中国,47.341736,101050211,123.957336
黑龙江省,齐齐哈尔,建华,230203,中国,47.354492,101050212,123.955887
黑龙江省,齐齐哈尔,铁锋,230204,中国,47.339500,101050213,123.973557
黑龙江省,齐齐哈尔,昂昂溪,230205,中国,47.156868,101050214,123.813179
黑龙江省,齐齐哈尔,富拉尔基,230206,中国,47.206970,101050215,123.638870
黑龙江省,齐齐哈尔,碾子山,230207,中国,47.514011,101050216,122.887970
黑龙江省,齐齐哈尔,梅里斯,230208,中国,47.311111,101050217,123.754601
黑龙江省,牡丹江,牡丹江,231000 | 231001,中国,44.582962,101050301,129.618607
黑龙江省,牡丹江,海林,231083,中国,44.574150,101050302,129.387909
黑龙江省,牡丹江,穆棱,231085,中国,44.919670,101050303,130.527084
黑龙江省,牡丹江,林口,231025,中国,45.286644,101050304,130.268402
黑龙江省,牡丹江,绥芬河,231081,中国,44.396866,101050305,131.164856
黑龙江省,牡丹江,宁安,231084,中国,44.346836,101050306,129.470016
黑龙江省,牡丹江,东宁,231086,中国,44.063580,101050307,131.125290
黑龙江省,牡丹江,东安,231002,中国,44.582397,101050308,129.623291
黑龙江省,牡丹江,阳明,231003,中国,44.596329,101050309,129.634644
黑龙江省,牡丹江,爱民,231004,中国,44.595444,101050310,129.601227
黑龙江省,牡丹江,西安,231005,中国,44.581032,101050311,129.613113
黑龙江省,佳木斯,佳木斯,230800 | 230801,中国,46.809605,101050401,130.361633
黑龙江省,佳木斯,汤原,230828,中国,46.730049,101050402,129.904465
黑龙江省,佳木斯,抚远,230883,中国,48.364708,101050403,134.294495
黑龙江省,佳木斯,桦川,230826,中国,47.023041,101050404,130.723709
黑龙江省,佳木斯,桦南,230822,中国,46.240116,101050405,130.570114
黑龙江省,佳木斯,同江,230881,中国,47.651131,101050406,132.510117
黑龙江省,佳木斯,富锦,230882,中国,47.250748,101050407,132.037949
黑龙江省,佳木斯,向阳,230803,中国,46.809647,101050408,130.361786
黑龙江省,佳木斯,前进,230804,中国,46.812344,101050409,130.377686
黑龙江省,佳木斯,东风,230805,中国,46.822475,101050410,130.403290
黑龙江省,佳木斯,郊区,230811,中国,46.807121,101050411,130.351593
黑龙江省,绥化,绥化,231200 | 231201,中国,46.637394,101050501,126.992928
黑龙江省,绥化,肇东,231282,中国,46.069469,101050502,125.991402
黑龙江省,绥化,安达,231281,中国,46.410614,101050503,125.329926
黑龙江省,绥化,海伦,231283,中国,47.460426,101050504,126.969383
黑龙江省,绥化,明水,231225,中国,47.183529,101050505,125.907547
黑龙江省,绥化,望奎,231221,中国,46.833519,101050506,126.484192
黑龙江省,绥化,兰西,231222,中国,46.259037,101050507,126.289314
黑龙江省,绥化,青冈,231223,中国,46.686596,101050508,126.112267
黑龙江省,绥化,庆安,231224,中国,46.879204,101050509,127.510025
黑龙江省,绥化,绥棱,231226,中国,47.247196,101050510,127.111122
黑龙江省,绥化,北林,231202,中国,46.634911,101050511,126.990662
黑龙江省,黑河,黑河,231100 | 231101,中国,50.249584,101050601,127.499023
黑龙江省,黑河,嫩江,231183,中国,49.177460,101050602,125.229904
黑龙江省,黑河,孙吴,231124,中国,49.423943,101050603,127.327316
黑龙江省,黑河,逊克,231123,中国,49.582973,101050604,128.476151
黑龙江省,黑河,五大连池,231182,中国,48.512688,101050605,126.197693
黑龙江省,黑河,北安,231181,中国,48.245438,101050606,126.508736
黑龙江省,黑河,爱辉,231102,中国,50.249027,101050607,127.497643
黑龙江省,大兴安岭,大兴安岭,232700,中国,52.335262,101050701,124.711525
黑龙江省,大兴安岭,塔河,232722,中国,52.335228,101050702,124.710518
黑龙江省,大兴安岭,漠河,232701,中国,52.972073,101050703,122.536255
黑龙江省,大兴安岭,呼玛,232721,中国,51.726997,101050704,126.662102
黑龙江省,大兴安岭,呼中,,中国,52.033360,101050705,123.586304
黑龙江省,大兴安岭,新林,,中国,51.673729,101050706,124.395004
黑龙江省,大兴安岭,加格达奇,232718,中国,50.408726,101050708,124.139587
黑龙江省,伊春,伊春,230700 | 230701,中国,47.726852,101050801,128.899277
黑龙江省,伊春,乌伊岭,,中国,48.591122,101050802,129.437851
黑龙江省,伊春,五营,,中国,48.108204,101050803,129.245026
黑龙江省,伊春,铁力,230781,中国,46.985771,101050804,128.030563
黑龙江省,伊春,嘉荫,230722,中国,48.891377,101050805,130.397690
黑龙江省,伊春,南岔,230726,中国,47.137314,101050806,129.282455
黑龙江省,伊春,友好,230719,中国,47.854301,101050807,128.838959
黑龙江省,伊春,西林,230751,中国,47.479439,101050808,129.311447
黑龙江省,伊春,翠峦,,中国,47.726227,101050809,128.671753
黑龙江省,伊春,新青,,中国,48.288292,101050810,129.529953
黑龙江省,伊春,美溪,230717,中国,47.636101,101050811,129.133408
黑龙江省,伊春,金山屯,,中国,47.412949,101050812,129.435944
黑龙江省,伊春,乌马河,230718,中国,47.726959,101050813,128.802948
黑龙江省,伊春,汤旺河,230712 | 230723,中国,48.453651,101050814,129.572235
黑龙江省,伊春,带岭,230725,中国,47.027531,101050815,129.021149
黑龙江省,伊春,红星,230724,中国,48.238369,101050816,129.388794
黑龙江省,伊春,上甘岭,,中国,47.974857,101050817,129.025085
黑龙江省,大庆,大庆,230600 | 230601,中国,46.590733,101050901,125.112717
黑龙江省,大庆,林甸,230623,中国,47.186413,101050902,124.877739
黑龙江省,大庆,肇州,230621,中国,45.708687,101050903,125.273254
黑龙江省,大庆,肇源,230622,中国,45.518833,101050904,125.081970
黑龙江省,大庆,杜尔伯特,230624,中国,46.865974,101050905,124.446259
黑龙江省,大庆,萨尔图,230602,中国,46.596355,101050906,125.114639
黑龙江省,大庆,龙凤,230603,中国,46.573948,101050907,125.145798
黑龙江省,大庆,让胡路,230604,中国,46.653255,101050908,124.868340
黑龙江省,大庆,红岗,230605,中国,46.403049,101050909,124.889526
黑龙江省,大庆,大同,230606,中国,46.034306,101050910,124.818512
黑龙江省,七台河,新兴,230902,中国,45.794258,101051001,130.889481
黑龙江省,七台河,七台河,230900 | 230901,中国,45.771267,101051002,131.015579
黑龙江省,七台河,勃利,230921,中国,45.751572,101051003,130.575027
黑龙江省,七台河,桃山,230903,中国,45.771217,101051004,131.015854
黑龙江省,七台河,茄子河,230904,中国,45.776588,101051005,131.071564
黑龙江省,鸡西,鸡西,230300 | 230301,中国,45.300045,101051101,130.975967
黑龙江省,鸡西,虎林,230381,中国,45.767986,101051102,132.973877
黑龙江省,鸡西,密山,230382,中国,45.547249,101051103,131.874130
黑龙江省,鸡西,鸡东,230321,中国,45.250893,101051104,131.148911
黑龙江省,鸡西,鸡冠,230302,中国,45.300339,101051105,130.974380
黑龙江省,鸡西,恒山,230303,中国,45.213242,101051106,130.910629
黑龙江省,鸡西,滴道,230304,中国,45.348812,101051107,130.846817
黑龙江省,鸡西,梨树,230305,中国,45.092194,101051108,130.697784
黑龙江省,鸡西,城子河,230306,中国,45.338249,101051109,131.010498
黑龙江省,鸡西,麻山,230307,中国,45.209606,101051110,130.481125
黑龙江省,鹤岗,鹤岗,230400 | 230401,中国,47.332085,101051201,130.277481
黑龙江省,鹤岗,绥滨,230422,中国,47.289890,101051202,131.860519
黑龙江省,鹤岗,萝北,230421,中国,47.577576,101051203,130.829086
黑龙江省,鹤岗,向阳,230402,中国,47.345371,101051204,130.292480
黑龙江省,鹤岗,工农,230403,中国,47.331676,101051205,130.276657
黑龙江省,鹤岗,南山,230404,中国,47.313240,101051206,130.275528
黑龙江省,鹤岗,兴安,230405,中国,47.252911,101051207,130.236176
黑龙江省,鹤岗,东山,230406,中国,47.337383,101051208,130.317139
黑龙江省,鹤岗,兴山,230407,中国,47.359970,101051209,130.305344
黑龙江省,双鸭山,双鸭山,230500 | 230501,中国,46.643440,101051301,131.157303
黑龙江省,双鸭山,集贤,230521,中国,46.728981,101051302,131.139328
黑龙江省,双鸭山,宝清,230523,中国,46.328781,101051303,132.206421
黑龙江省,双鸭山,饶河,230524,中国,46.801289,101051304,134.021164
黑龙江省,双鸭山,友谊,230522,中国,46.775158,101051305,131.810623
黑龙江省,双鸭山,尖山,230502,中国,46.642960,101051306,131.158966
黑龙江省,双鸭山,岭东,230503,中国,46.591076,101051307,131.163681
黑龙江省,双鸭山,四方台,230505,中国,46.594345,101051308,131.333176
黑龙江省,双鸭山,宝山,230506,中国,46.573364,101051309,131.404297
吉林省,长春,长春,220100 | 220101,中国,43.886841,101060101,125.324501
吉林省,长春,农安,220122,中国,44.431259,101060102,125.175285
吉林省,长春,德惠,220183,中国,44.533909,101060103,125.703323
吉林省,长春,九台,220113,中国,44.157154,101060104,125.844681
吉林省,长春,榆树,220182,中国,44.827641,101060105,126.550110
吉林省,长春,双阳,220112,中国,43.525169,101060106,125.659019
吉林省,长春,二道,220105,中国,43.870823,101060107,125.384727
吉林省,长春,南关,220102,中国,43.890236,101060108,125.337235
吉林省,长春,宽城,220103,中国,43.903824,101060109,125.342827
吉林省,长春,朝阳,220104,中国,43.864910,101060110,125.318039
吉林省,长春,绿园,220106,中国,43.892178,101060111,125.272469
吉林省,吉林,吉林,220200 | 220201,中国,43.843578,101060201,126.553017
吉林省,吉林,舒兰,220283,中国,44.410908,101060202,126.947815
吉林省,吉林,永吉,220221,中国,43.667416,101060203,126.501625
吉林省,吉林,蛟河,220281,中国,43.720577,101060204,127.342735
吉林省,吉林,磐石,220284,中国,42.942474,101060205,126.059929
吉林省,吉林,桦甸,220282,中国,42.972092,101060206,126.745445
吉林省,吉林,昌邑,220202,中国,43.851116,101060207,126.570763
吉林省,吉林,龙潭,220203,中国,43.909756,101060208,126.561432
吉林省,吉林,船营,220204,中国,43.843803,101060209,126.552391
吉林省,吉林,丰满,220211,中国,43.816593,101060210,126.560761
吉林省,延边,延吉,222401,中国,42.906963,101060301,129.515793
吉林省,延边,敦化,222403,中国,43.366920,101060302,128.229858
吉林省,延边,安图,222426,中国,43.110992,101060303,128.901871
吉林省,延边,汪清,222424,中国,43.315426,101060304,129.766159
吉林省,延边,和龙,222406,中国,42.547005,101060305,129.008743
吉林省,延边,延边,222400,中国,42.904823,101060306,129.513229
吉林省,延边,龙井,222405,中国,42.771030,101060307,129.425751
吉林省,延边,珲春,222404,中国,42.871056,101060308,130.365784
吉林省,延边,图们,222402,中国,42.966621,101060309,129.846695
吉林省,四平,四平,220300 | 220301,中国,43.170345,101060401,124.370789
吉林省,四平,双辽,220382,中国,43.518276,101060402,123.505280
吉林省,四平,梨树,220322,中国,43.308311,101060403,124.335800
吉林省,四平,公主岭,220184,中国,43.509476,101060404,124.817589
吉林省,四平,伊通,220323,中国,43.345463,101060405,125.303123
吉林省,四平,铁西,220302,中国,43.176262,101060406,124.360893
吉林省,四平,铁东,220303,中国,43.167259,101060407,124.388466
吉林省,通化,通化,220500 | 220501,中国,41.721176,101060501,125.936501
吉林省,通化,梅河口,220581,中国,42.530003,101060502,125.687340
吉林省,通化,柳河,220524,中国,42.281483,101060503,125.740540
吉林省,通化,辉南,220523,中国,42.683460,101060504,126.042824
吉林省,通化,集安,220582,中国,41.126274,101060505,126.186203
吉林省,通化,通化县,220521,中国,41.677917,101060506,125.753120
吉林省,通化,东昌,220502,中国,41.721233,101060507,125.936714
吉林省,通化,二道江,220503,中国,41.777565,101060508,126.045990
吉林省,白城,白城,220800 | 220801,中国,45.619026,101060601,122.841110
吉林省,白城,洮南,220881,中国,45.339111,101060602,122.783775
吉林省,白城,大安,220882,中国,45.507648,101060603,124.291512
吉林省,白城,镇赉,220821,中国,45.846088,101060604,123.202248
吉林省,白城,通榆,220822,中国,44.809151,101060605,123.088547
吉林省,白城,洮北,220802,中国,45.619251,101060606,122.842499
吉林省,辽源,辽源,220400 | 220401,中国,42.902691,101060701,125.145348
吉林省,辽源,东丰,220421,中国,42.675228,101060702,125.529625
吉林省,辽源,东辽,220422,中国,42.927723,101060703,124.991997
吉林省,辽源,龙山,220402,中国,42.902702,101060704,125.145164
吉林省,辽源,西安,220403,中国,42.920414,101060705,125.151421
吉林省,松原,松原,220700 | 220701,中国,45.118244,101060801,124.823608
吉林省,松原,乾安,220723,中国,45.006847,101060802,124.024361
吉林省,松原,前郭,220721,中国,45.116287,101060803,124.826805
吉林省,松原,长岭,220722,中国,44.276581,101060804,123.985184
吉林省,松原,扶余,220781,中国,44.986198,101060805,126.042755
吉林省,松原,宁江,220702,中国,45.176498,101060806,124.827850
吉林省,白山,白山,220600 | 220601,中国,41.942505,101060901,126.427841
吉林省,白山,靖宇,220622,中国,42.389690,101060902,126.808388
吉林省,白山,临江,220681,中国,41.810688,101060903,126.919296
吉林省,白山,东岗,,中国,41.994892,101060904,126.649307
吉林省,白山,长白,220623,中国,41.419361,101060905,128.203384
吉林省,白山,抚松,220621,中国,42.332642,101060906,127.273796
吉林省,白山,江源,220605,中国,42.048107,101060907,126.584229
吉林省,白山,浑江,220602,中国,41.943066,101060908,126.428032
辽宁省,沈阳,沈阳,210100 | 210101,中国,41.796768,101070101,123.429092
辽宁省,沈阳,浑南,210112,中国,41.741947,101070102,123.458984
辽宁省,沈阳,辽中,210115,中国,41.512726,101070103,122.731270
辽宁省,沈阳,康平,210123,中国,42.741531,101070104,123.352699
辽宁省,沈阳,法库,210124,中国,42.507046,101070105,123.416725
辽宁省,沈阳,新民,210181,中国,41.996510,101070106,122.828865
辽宁省,沈阳,和平,210102,中国,41.788074,101070107,123.406662
辽宁省,沈阳,沈河,210103,中国,41.795589,101070108,123.445694
辽宁省,沈阳,大东,210104,中国,41.808502,101070109,123.469955
辽宁省,沈阳,皇姑,210105,中国,41.822334,101070110,123.405678
辽宁省,沈阳,铁西,210106,中国,41.787807,101070111,123.350662
辽宁省,沈阳,苏家屯,210111,中国,41.665905,101070112,123.341606
辽宁省,沈阳,沈北新区,210113,中国,42.052311,101070113,123.521469
辽宁省,沈阳,于洪,210114,中国,41.795834,101070114,123.310829
辽宁省,大连,大连,210200 | 210201,中国,38.914589,101070201,121.618622
辽宁省,大连,瓦房店,210281,中国,39.630650,101070202,122.002655
辽宁省,大连,金州,210213,中国,39.052746,101070203,121.789413
辽宁省,大连,普兰店,210214,中国,39.401554,101070204,121.970497
辽宁省,大连,旅顺,210212,中国,38.812042,101070205,121.267128
辽宁省,大连,长海,210224,中国,39.272400,101070206,122.587822
辽宁省,大连,庄河,210283,中国,39.698292,101070207,122.970612
辽宁省,大连,中山,210202,中国,38.921555,101070208,121.643761
辽宁省,大连,西岗,210203,中国,38.914265,101070209,121.616112
辽宁省,大连,沙河口,210204,中国,38.912861,101070210,121.593704
辽宁省,大连,甘井子,210211,中国,38.975147,101070211,121.582611
辽宁省,鞍山,鞍山,210300 | 210301,中国,41.110626,101070301,122.995628
辽宁省,鞍山,台安,210321,中国,41.386860,101070302,122.429733
辽宁省,鞍山,岫岩,210323,中国,40.281509,101070303,123.288330
辽宁省,鞍山,海城,210381,中国,40.852531,101070304,122.752197
辽宁省,鞍山,铁东,210302,中国,41.110344,101070305,122.994476
辽宁省,鞍山,铁西,210303,中国,41.110691,101070306,122.971832
辽宁省,鞍山,立山,210304,中国,41.150623,101070307,123.024803
辽宁省,鞍山,千山,210311,中国,41.068909,101070308,122.949295
辽宁省,抚顺,抚顺,210400 | 210401 | 210421,中国,41.922646,101070401,124.097977
辽宁省,抚顺,新宾,210422,中国,41.732456,101070402,125.037544
辽宁省,抚顺,清原,210423,中国,42.101349,101070403,124.927193
辽宁省,抚顺,新抚,210402,中国,41.860821,101070405,123.902855
辽宁省,抚顺,东洲,210403,中国,41.866829,101070406,124.047218
辽宁省,抚顺,望花,210404,中国,41.851803,101070407,123.801506
辽宁省,抚顺,顺城,210411,中国,41.881130,101070408,123.917168
辽宁省,本溪,本溪,210500 | 210501,中国,41.297909,101070501,123.770515
辽宁省,本溪,本溪县,210521,中国,41.180000,101070502,124.169998
辽宁省,本溪,平山,210502,中国,41.291580,101070503,123.761230
辽宁省,本溪,桓仁,210522,中国,41.268997,101070504,125.359192
辽宁省,本溪,溪湖,210503,中国,41.330055,101070505,123.765228
辽宁省,本溪,明山,210504,中国,41.302429,101070506,123.763290
辽宁省,本溪,南芬,210505,中国,41.104092,101070507,123.748383
辽宁省,丹东,丹东,210600 | 210601,中国,40.124294,101070601,124.383041
辽宁省,丹东,凤城,210682,中国,40.457565,101070602,124.071068
辽宁省,丹东,宽甸,210624,中国,40.730412,101070603,124.784866
辽宁省,丹东,东港,210681,中国,39.883469,101070604,124.149437
辽宁省,丹东,元宝,210602,中国,40.136482,101070605,124.397812
辽宁省,丹东,振兴,210603,中国,40.102802,101070606,124.361153
辽宁省,丹东,振安,210604,中国,40.158558,101070607,124.427711
辽宁省,锦州,锦州,210700 | 210701,中国,41.119270,101070701,121.135742
辽宁省,锦州,凌海,210781,中国,41.171738,101070702,121.364235
辽宁省,锦州,古塔,210702,中国,41.115719,101070703,121.130089
辽宁省,锦州,义县,210727,中国,41.537224,101070704,121.242828
辽宁省,锦州,黑山,210726,中国,41.691803,101070705,122.117912
辽宁省,锦州,北镇,210782,中国,41.598763,101070706,121.795959
辽宁省,锦州,凌河,210703,中国,41.114662,101070707,121.151306
辽宁省,锦州,太和,210711,中国,41.105377,101070708,121.107300
辽宁省,营口,营口,210800 | 210801,中国,40.667431,101070801,122.235153
辽宁省,营口,大石桥,210882,中国,40.633972,101070802,122.505898
辽宁省,营口,盖州,210881,中国,40.405235,101070803,122.355537
辽宁省,营口,站前,210802,中国,40.669949,101070804,122.253235
辽宁省,营口,西市,210803,中国,40.663086,101070805,122.210068
辽宁省,营口,鲅鱼圈,210804,中国,40.263645,101070806,122.127243
辽宁省,营口,老边,210811,中国,40.682724,101070807,122.382584
辽宁省,阜新,阜新,210900 | 210901 | 210921,中国,42.058605,101070901,121.743126
辽宁省,阜新,彰武,210922,中国,42.384823,101070902,122.537445
辽宁省,阜新,海州,210902,中国,42.011162,101070903,121.657639
辽宁省,阜新,新邱,210903,中国,42.086601,101070904,121.790543
辽宁省,阜新,太平,210904,中国,42.011147,101070905,121.677574
辽宁省,阜新,清河门,210905,中国,41.780476,101070906,121.420181
辽宁省,阜新,细河,210911,中国,42.019218,101070907,121.654793
辽宁省,辽阳,辽阳,211000 | 211001,中国,41.269402,101071001,123.181519
辽宁省,辽阳,辽阳县,211021,中国,41.216480,101071002,123.079674
辽宁省,辽阳,灯塔,211081,中国,41.427837,101071003,123.325867
辽宁省,辽阳,弓长岭,211005,中国,41.157829,101071004,123.431633
辽宁省,辽阳,白塔,211002,中国,41.267448,101071005,123.172607
辽宁省,辽阳,文圣,211003,中国,41.266766,101071006,123.188225
辽宁省,辽阳,宏伟,211004,中国,41.205746,101071007,123.200462
辽宁省,辽阳,太子河,211011,中国,41.251682,101071008,123.185333
辽宁省,铁岭,铁岭,211200 | 211201 | 211221,中国,42.223316,101071101,123.725670
辽宁省,铁岭,开原,211282,中国,42.542141,101071102,124.045547
辽宁省,铁岭,昌图,211224,中国,42.784443,101071103,124.110168
辽宁省,铁岭,西丰,211223,中国,42.738091,101071104,124.723320
辽宁省,铁岭,调兵山,211281,中国,42.450733,101071105,123.545364
辽宁省,铁岭,银州,211202,中国,42.292278,101071106,123.844879
辽宁省,铁岭,清河,211204,中国,42.542976,101071107,124.148956
辽宁省,朝阳,朝阳,211300 | 211301 | 211321,中国,41.576759,101071201,120.451180
辽宁省,朝阳,双塔,211302,中国,41.579388,101071202,120.448769
辽宁省,朝阳,凌源,211382,中国,41.243088,101071203,119.404793
辽宁省,朝阳,喀左,211324,中国,41.049999,101071204,119.430000
辽宁省,朝阳,北票,211381,中国,41.803288,101071205,120.766953
辽宁省,朝阳,龙城,211303,中国,41.576748,101071206,120.413376
辽宁省,朝阳,建平县,211322,中国,41.402576,101071207,119.642365
