湖南华信智原信息科技有限公司 / 学历不限 /,3000-5000,
湖南红杏林文化传播有限公司 / 学历不限 /,2000-3000,
湖南华信智原信息科技有限公司 / 学历不限 /,3000-5000,
长沙嘉龙教育咨询有限公司 / 学历不限 /,面议,
海南海辰科技有限公司 / 学历不限 /,3000-5000,
湖南红手指信息技术有限公司 / 学历不限 /,5000-8000,
湖南卓景京信息技术有限公司 / 学历不限 /,8000-12000,
长沙市岳麓区大江南艺术培训学校 / 学历不限 /,3000-5000,包吃，包住
广州流氓兔网络科技有限公司 / 学历不限 /,3000-5000,
广州流氓兔网络科技有限公司 / 学历不限 /,面议,包吃，包住
优才创智科技有限公司 / 学历不限 /,5000-8000,
长沙玩七三信息技术有限公司 / 学历不限 /,面议,
湖南聚晟信息科技有限公司 / 学历不限 /,5000-8000,
湖南红坊网络科技有限公司 / 学历不限 /,5000-8000,
湖南海文信息技术有限公司长沙分公司 / 学历不限 /,3000-5000,
长沙达内软件有限公司 / 学历不限 /,3000-5000,
长沙市雨花区静安化妆品有限公司 / 学历不限 /,3000-5000,
达内时代科技 / 学历不限 /,3000-5000,
湖南琴海数码股份有限公司 / 学历不限 /,2000-3000,
广州百单网互联网科技有限公司 / 学历不限 /,3000-5000,
湖南宏鑫财富管理有限公司 / 学历不限 /,5000-8000,
湖南律和信息科技有限公司 / 学历不限 /,3000-5000,
北京尚学堂科技有限公司湖南分公司 / 学历不限 /,3000-5000,
长沙梦英东电子商务有限责任公司 / 学历不限 /,3000-5000,
湖南静菡菲网络科技有限公司 / 学历不限 /,面议,
湖南微字科技有限公司 / 学历不限 /,面议,
长沙橙汁汽车服务有限公司 / 学历不限 /,8000-12000,
湖南亮汇网络科技有限公司 / 学历不限 /,5000-8000,包吃，包住
独立经济人 / 学历不限 /,面议,
湖南鼎惠企业管理咨询有限公司 / 学历不限 /,面议,
湖南新环境房地产经纪连锁有限公司 / 学历不限 /,12000-20000,
湖南领翔网络科技有限公司 / 学历不限 /,5000-8000,
长沙翡翠教育咨询有限公司 / 学历不限 /,3000-5000,
广州流氓兔网络科技有限公司 / 学历不限 /,3000-5000,包吃，包住
上海聪信网络科技有限公司 / 芙蓉荷花园 / 网络工程师 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 软件工程师 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 程序员 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 技术支持维护 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 技术支持维护 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 技术支持维护 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 网络工程师 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 技术专员助理 / 学历不限 /,面议,双休，五险一金
上海聪信网络科技有限公司 / 芙蓉荷花园 / 网站运营 / 学历不限 /,3001-5000元,双休，五险一金
长沙市阳泽装饰设计工程有限公司 / 长沙 / 网站运营 / 大专 /,3001-5000元,
湖南朋来信息科技有限公司 / 开福恒大雅苑 / 程序员 / 学历不限 /,5001-8000元,年底双薪，带薪年假，员工体检
长沙新东方 / 星沙经济开发区 / 程序员 / 学历不限 /,5001-8000元,年底双薪，带薪年假，双休
宁乡梓盟电子商务有限公司 / 宁乡 / seo优化 / 大专 /,面议,包吃，包住
长沙市阳泽装饰设计工程有限公司 / 长沙 / 网站编辑 / 大专 /,3001-5000元,
宁乡梓盟电子商务有限公司 / 宁乡 / 网站运营 / 大专 /,面议,包吃，包住
长沙艾默柯 / 雨花高桥 / 网站运营 / 学历不限 /,3001-5000元,话补，年底双薪，带薪年假
云盟科技 / 雨花井湾子 / 其他 / 大专 /,面议,年底双薪，带薪年假，双休
湖大三佳机电模具技术学校 / 星沙万家丽北路 / 网站运营 / 大专 /,5001-8000元,话补，房补，年底双薪
湖大三佳机电模具技术学校 / 星沙万家丽北路 / seo优化 / 大专 /,3001-5000元,话补，带薪年假，员工体检
大陈智邦（长沙）品牌设计有限公司 / 开福八一桥 / seo优化 / 大专 /,3001-5000元,交通补助
长沙久业科技有限公司 / 长沙 / 网站编辑 / 中专技校 /,2001-3000元,
长沙迪安信息科技有限公司 / 开福开福周边 / 其他 / 大专 /,面议,带薪年假，双休，包吃
长沙迪安信息科技有限公司 / 开福开福周边 / 其他 / 大专 /,面议,带薪年假，双休，包吃
上海奥速仕信息科技有限公司 / 长沙 / App开发工程师 / 大专 /,面议,年底双薪，带薪年假，双休
瑞塞电气 / 长沙 / 软件工程师 / 大专 /,面议,话补，房补，年底双薪
瑞塞电气 / 长沙 / 硬件工程师 / 大专 /,面议,话补，房补，年底双薪
长沙唐传电子商务有限公司 / 岳麓岳麓 / 软件工程师 / 大专 /,5000-8000元,年底双薪
湖南玲丽教育科技有限公司 / 长沙 / 网站运营 / 学历不限 /,3001-5000元,话补，包住，交通补助
长沙县星沙蒋再新通讯行 / 长沙 / 其他 / 高中 /,3001-5000元,带薪年假，包吃，包住
长沙中软计算机系统服务有限公司 / 长沙 / 前端工程师 / 学历不限 /,3001-5000元,年底双薪，带薪年假，员工体检
长沙中软计算机系统服务有限公司 / 长沙 / 程序员 / 大专 /,3001-5000元,带薪年假，员工体检，双休
长沙嘉程建筑防水工程有限公司 / 长沙 / 网站运营 / 大专 /,3001-5000元,带薪年假
点燃网络 / 长沙 / 程序员 / 学历不限 /,3001-5000元,包吃，包住
湖南杠杆科技有限公司 / 开福东风路 / 测试员 / 大专 /,3001-5000元,话补，带薪年假，员工体检
湖南杠杆科技有限公司 / 开福东风路 / 游戏设计开发 / 大专 /,3001-5000元,年底双薪，带薪年假，员工体检
湖南杠杆科技有限公司 / 开福 / 游戏设计开发 / 大专 /,面议,员工体检，交通补助
中移铁通有限公司长沙分公司 / 长沙 / 通信工程师 / 高中 /,3001-5000元,带薪年假，包住，五险一金
长沙市启航学校 / 岳麓湖南商学院 / seo优化 / 大专 /,2000-5000元,
万树IT / 长沙 / 程序员 / 大专 /,3001-5000元,话补，年底双薪，带薪年假
万树IT / 长沙 / 程序员 / 大专 /,3001-5000元,话补，年底双薪，带薪年假
万树IT / 长沙 / 程序员 / 大专 /,3001-5000元,话补，年底双薪，带薪年假
军威联航 / 星沙经济开发区 / 技术支持维护 / 大专 /,3001-5000元,年底双薪，带薪年假，五险一金
湖南优才创智 / 长沙 / 前端工程师 / 学历不限 /,3001-5000元,话补，房补，年底双薪
湖南优才创智 / 长沙 / App开发工程师 / 学历不限 /,3001-5000元,话补，房补，年底双薪
湖南优才创智 / 长沙 / App开发工程师 / 学历不限 /,5001-8000元,话补，带薪年假，员工体检
湖南亿旺慈孝信息科技有限公司 / 长沙 / 网站运营 / 学历不限 /,8001-10000元,话补，房补，年底双薪
湖南优才创智 / 长沙 / 程序员 / 大专 /,3001-5000元,话补，房补，年底双薪
湖南优才创智 / 长沙 / 程序员 / 大专 /,3001-5000元,话补，房补，年底双薪
湖南优才创智 / 长沙 / 前端工程师 / 大专 /,3001-5000元,话补，房补，年底双薪
长沙中建嘉和投资有限公司 / 长沙 / 技术支持维护 / 本科 /,5001-8000元,话补，带薪年假，员工体检
长沙创娱网络科技有限公司 / 岳麓 / 网络管理员 / 学历不限 /,5001-8000元,房补，年底双薪，带薪年假
长沙市星润物业服务有限公司 / 长沙 / 网络管理员 / 中专技校 /,3001-5000元,年底双薪，带薪年假，包吃
湖湘职校 / 长沙 / 网站编辑 / 大专 /,3001-5000元,包住
湖南百林信息技术有限公司 / 岳麓咸嘉新村 / 程序员 / 大专 /,5001-8000元,带薪年假，双休，包吃
普策斯网络 / 雨花韶山南路 / 程序员 / 中专技校 /,2001-3000元,带薪年假，双休，五险一金
苏州丽建企业管理有限公司 / 雨花 / 网络管理员 / 不限学历 /,5001-8000元,话补，房补，年底双薪
长沙市恒聚信息技术有限公司 / 天心芙蓉南路 / 软件工程师 / 本科 /,5001-8000元,带薪年假，双休，五险一金
